Orthogroup	GCF_000002945.2_ASM294v3_protein	GCF_000146045.2_R64_protein	GCF_000213175.1_v2.0_protein
OG0000100	NP_001417934.1, NP_595566.1, NP_596468.1	NP_009563.1, NP_014368.1	XP_009848792.1, XP_009850988.1, XP_009852034.1
OG0000101	NP_001417939.1, NP_001417940.1	NP_010139.1, NP_012996.1	XP_009849043.1, XP_009850919.1, XP_009853698.1, XP_009856282.1
OG0000102	NP_588246.1, NP_593446.1	NP_010558.3, NP_014683.1	XP_009847174.1, XP_009849995.1, XP_009853396.1, XP_009853947.1
OG0000103	NP_592786.1, NP_596271.1	NP_009350.1	XP_009847034.1, XP_009847164.1, XP_009851400.1, XP_009853807.1, XP_009855255.1
OG0000104	NP_594489.1	NP_009348.2, NP_011376.3, NP_015010.1, NP_015103.1	XP_009848187.1, XP_009853669.1, XP_009857326.1
OG0000105	NP_595120.1	NP_010035.1, NP_012693.1, NP_013171.1	XP_009849978.1, XP_009855765.1, XP_009856898.1, XP_009857207.1
OG0000106	NP_596228.1	NP_010321.1	XP_009847878.1, XP_009848266.1, XP_009849918.1, XP_009850606.1, XP_009852633.1, XP_009852947.1
OG0000107		NP_009866.1, NP_009868.3, NP_010020.1, NP_011419.1, NP_015148.1	XP_009850120.1, XP_009850884.1, XP_009853602.1
OG0000108		NP_012661.3, NP_013630.1	XP_009848504.1, XP_009850388.1, XP_009850665.1, XP_009854153.1, XP_009855207.1, XP_009857272.1
OG0000109		NP_013410.1, NP_013411.1	XP_009850163.1, XP_009850379.1, XP_009850693.1, XP_009853051.1, XP_009854984.1, XP_009857009.1
OG0000110			XP_009854920.1, XP_009854952.1, XP_009855039.1, XP_009855040.1, XP_009855041.1, XP_009855043.1, XP_009855044.1, XP_009855051.1
OG0000111		NP_012048.3, NP_013114.1	XP_009847867.1, XP_009849355.1, XP_009849767.1, XP_009849815.1, XP_009854286.1
OG0000112	NP_001342731.1	NP_009333.1, NP_009957.1	XP_009848942.1, XP_009850509.1, XP_009853761.1, XP_009853876.1
OG0000113	NP_593160.2, NP_596242.3		XP_009847353.1, XP_009847922.1, XP_009849281.1, XP_009850082.1, XP_009850804.1
OG0000114	NP_588568.1, NP_595328.2, NP_595329.1, NP_595330.1, NP_595331.1	NP_013072.1	XP_009852323.1
OG0000115	NP_595009.1	NP_009690.1, NP_014993.1	XP_009849574.1, XP_009850174.1, XP_009853851.1, XP_009855584.1
OG0000116	NP_594558.1, NP_594585.1	NP_011828.1, NP_013052.1	XP_009848413.1, XP_009848849.1, XP_009849889.1
OG0000117	NP_596549.3	NP_014382.1	XP_009848997.1, XP_009850555.1, XP_009853452.1, XP_009854969.1, XP_009856051.1
OG0000118	NP_001342789.1, NP_596389.2	NP_009698.3, NP_012831.1, NP_014560.1	XP_009852041.1, XP_009854576.1
OG0000119	NP_001342944.1, NP_594956.1	NP_010988.1, NP_116585.1	XP_009850642.1, XP_009851368.1, XP_009854663.1
OG0000120	NP_593579.1	NP_011668.3, NP_014301.1, NP_014744.1	XP_009850020.1, XP_009853230.1, XP_009855213.1
OG0000121	NP_593981.1	NP_010830.4, NP_011358.3, NP_011476.1, NP_014490.1	XP_009848705.1, XP_009852465.1
OG0000122	NP_001018282.1, NP_587978.1, NP_588165.3, NP_595619.1, NP_596500.1		XP_009853577.1, XP_009856814.1
OG0000123	NP_001342722.1	NP_010155.1	XP_009849317.1, XP_009849452.1, XP_009853974.1, XP_009855665.1, XP_009855783.1
OG0000124	NP_001342757.1, NP_001342953.1	NP_009634.2, NP_009882.1, NP_010340.1, NP_010810.1	XP_009847553.1
OG0000125	NP_001342806.1, NP_001417955.1, NP_001420357.1, NP_594996.1	NP_015347.1	XP_009848119.1, XP_009850134.1
OG0000126	NP_001342816.1, NP_001342906.1, NP_588403.1, NP_594408.1	NP_009719.3, NP_015268.1	XP_009847402.1
OG0000127	NP_001342938.1, NP_593216.2, NP_593996.1		XP_009848523.1, XP_009849004.1, XP_009852870.1, XP_009856703.1
OG0000128	NP_587972.1, NP_594549.1, NP_595057.1, NP_596846.2	NP_013583.1	XP_009849370.1, XP_009855917.1
OG0000129	NP_588168.1, NP_594192.1, NP_594584.1	NP_015452.1	XP_009855941.1, XP_009856091.1, XP_009856957.1
OG0000130	NP_588244.1	NP_009703.3, NP_013800.1, NP_014032.1, NP_014555.1	XP_009852135.1, XP_009855825.1
OG0000131	NP_588291.2	NP_013254.1	XP_009847896.1, XP_009847929.1, XP_009851216.1, XP_009852308.1, XP_009853148.1
OG0000132	NP_588501.1, NP_594032.1, NP_594766.1, NP_595971.1	NP_011546.3, NP_013446.1	XP_009852969.1
OG0000133	NP_592825.1, NP_596296.1, NP_596297.1	NP_012398.1, NP_012984.2	XP_009847829.1, XP_009851021.1
OG0000134	NP_592876.1	NP_011457.1, NP_011649.1	XP_009849290.1, XP_009849361.1, XP_009856597.1, XP_009856647.1
OG0000135	NP_592937.2, NP_595398.1	NP_013733.1	XP_009847149.1, XP_009847189.1, XP_009848165.1, XP_009856113.1
OG0000136	NP_592942.1, NP_594946.1	NP_009808.1, NP_010320.3	XP_009848583.1, XP_009854273.1, XP_009856442.1
OG0000137	NP_593314.1	NP_009647.2, NP_010282.3, NP_015377.1	XP_009856488.1, XP_009856590.1, XP_009857237.1
OG0000138	NP_593467.1, NP_594471.1	NP_012289.3	XP_009848377.1, XP_009849728.1, XP_009854605.1, XP_009856711.1
OG0000139	NP_593496.1	NP_116635.1	XP_009847233.1, XP_009848577.1, XP_009848653.1, XP_009853361.1, XP_009855714.1
OG0000140	NP_593500.1, NP_596446.1	NP_012143.2, NP_012419.1, NP_012968.4, NP_014333.1	XP_009856618.1
OG0000141	NP_593815.1	NP_010854.1, NP_014645.1	XP_009847416.1, XP_009853041.1, XP_009853278.1, XP_009855532.1
OG0000142	NP_594196.1	NP_010198.1, NP_013865.1	XP_009850151.1, XP_009850935.1, XP_009851271.1, XP_009852893.1
OG0000143	NP_594239.1	NP_010867.3, NP_012585.1	XP_009853291.1, XP_009853360.1, XP_009853569.1, XP_009856707.1
OG0000144	NP_594559.1	NP_014912.1	XP_009847221.1, XP_009850076.1, XP_009853169.1, XP_009853174.1, XP_009856208.1
OG0000145	NP_594631.1	NP_011611.1, NP_012161.1, NP_014351.3, NP_015440.1	XP_009853340.1, XP_009854544.1
OG0000146	NP_594681.1	NP_010412.1	XP_009847585.1, XP_009849677.1, XP_009852032.1, XP_009852744.1, XP_009853304.1
OG0000147	NP_595084.1, NP_595085.1, NP_595628.1	NP_570898.1	XP_009851580.1, XP_009852129.1, XP_009855881.1
OG0000148	NP_595140.1	NP_014453.3	XP_009847089.1, XP_009848771.1, XP_009849100.1, XP_009855431.1, XP_009855591.1
OG0000149	NP_595778.1	NP_010339.1, NP_013735.1	XP_009847367.1, XP_009848072.1, XP_009849901.1, XP_009856111.1
OG0000150	NP_595867.1, NP_595875.1, NP_596656.1	NP_012893.3, NP_013788.1, NP_015390.1	XP_009852576.1
OG0000151	NP_596024.2	NP_010677.1, NP_014777.3	XP_009848944.1, XP_009849158.1, XP_009850971.1, XP_009856943.1
OG0000152	NP_596043.1, NP_596858.1	NP_009575.1, NP_012080.3, NP_014469.1	XP_009849599.1, XP_009854708.1
OG0000153	NP_596501.1	NP_011259.1	XP_009848897.1, XP_009848943.1, XP_009853866.1, XP_009855732.1, XP_009856904.1
OG0000154	YP_011104932.1	NP_009306.1, NP_009315.1, NP_009316.1, NP_009317.1, NP_009318.1, NP_009324.1	
OG0000155			XP_009848520.1, XP_009848628.1, XP_009852570.1, XP_009855106.1, XP_009857305.1, XP_009857334.1, XP_009857335.1
OG0000156			XP_009848766.1, XP_009848864.1, XP_009849008.1, XP_009849009.1, XP_009849010.1, XP_009849011.1, XP_009849012.1
OG0000157			XP_009848875.1, XP_009850180.1, XP_009850508.1, XP_009853439.1, XP_009853731.1, XP_009854789.1, XP_009856640.1
OG0000158			XP_009848918.1, XP_009850383.1, XP_009850910.1, XP_009856018.1, XP_009857004.1, XP_009857291.1, XP_009857292.1
OG0000159			XP_009849029.1, XP_009849243.1, XP_009849503.1, XP_009850427.1, XP_009851864.1, XP_009852784.1, XP_009853795.1
OG0000160			XP_009849994.1, XP_009850004.1, XP_009850005.1, XP_009850006.1, XP_009850007.1, XP_009850008.1, XP_009850009.1
OG0000161			XP_009853153.1, XP_009853628.1, XP_009853646.1, XP_009854619.1, XP_009855645.1, XP_009856008.1, XP_009857372.1
OG0000162			XP_009855497.1, XP_009855499.1, XP_009855500.1, XP_009855502.1, XP_009855503.1, XP_009855504.1, XP_009855508.1
OG0000163			XP_009848988.1, XP_009850996.1, XP_009852926.1, XP_009853303.1, XP_009856346.1, XP_009856526.1
OG0000164		NP_009349.3, NP_009589.1, NP_010031.1, NP_012886.3, NP_013046.2, NP_015008.3	
OG0000165	NP_594130.1	NP_013388.1	XP_009848743.1, XP_009849888.1, XP_009855184.1, XP_009855192.1
OG0000166	NP_594102.1	NP_010695.1	XP_009847483.1, XP_009851078.1, XP_009851492.1, XP_009855137.1
OG0000167	NP_594161.1		XP_009848243.1, XP_009852932.1, XP_009854538.1, XP_009855251.1, XP_009855287.1
OG0000168	NP_593307.1, NP_593874.1	NP_009907.2, NP_010795.3, NP_012821.2	XP_009855148.1
OG0000169	NP_595159.1	NP_012371.2, NP_012755.1, NP_015121.1	XP_009850747.1, XP_009855542.1
OG0000170	NP_594663.1	NP_010539.1, NP_015287.1	XP_009854469.1, XP_009856247.1, XP_009856619.1
OG0000171	NP_595616.1	NP_015487.1	XP_009847255.1, XP_009849219.1, XP_009852417.1, XP_009854593.1
OG0000172	NP_588421.1, NP_593704.1	NP_009396.2, NP_011029.3, NP_013076.1	XP_009852680.1
OG0000173	NP_587751.1, NP_593353.1	NP_011438.1, NP_014454.3	XP_009853660.1, XP_009857211.1
OG0000174	NP_596514.1	NP_012077.1, NP_015160.1	XP_009855299.1, XP_009855743.1, XP_009856985.1
OG0000175	NP_587757.1, NP_594440.1, NP_595255.1	NP_009676.1, NP_015405.1	XP_009855393.1
OG0000176	NP_593865.1	NP_009890.1, NP_010804.3	XP_009849955.1, XP_009854045.1, XP_009857141.1
OG0000177	NP_001342744.1		XP_009851342.1, XP_009851756.1, XP_009854588.1, XP_009856107.1, XP_009856837.1
OG0000178	NP_593659.1	NP_010477.3	XP_009848947.1, XP_009850978.1, XP_009854625.1, XP_009856399.1
OG0000179	NP_594827.2	NP_013674.1	XP_009847763.1, XP_009852202.1, XP_009855887.1, XP_009856359.1
OG0000180	NP_001343008.1		XP_009851865.1, XP_009853793.1, XP_009854589.1, XP_009855899.1, XP_009857300.1
OG0000181	NP_592817.1, NP_592823.1	NP_012049.1, NP_015154.1	XP_009848567.1, XP_009849590.1
OG0000182	NP_594683.1, NP_595567.1, NP_596467.1	NP_009564.1, NP_014367.1	XP_009852035.1
OG0000183	NP_001342761.1	NP_014551.1, NP_116652.1	XP_009848966.1, XP_009853531.1, XP_009855659.1
OG0000184	NP_001342777.1, NP_595231.3	NP_014880.3, NP_015180.1	XP_009853566.1, XP_009856483.1
OG0000185	NP_001342796.1, NP_594083.1	NP_011601.3, NP_013145.1, NP_013235.1	XP_009853376.1
OG0000186	NP_001342801.1, NP_595244.1, NP_595709.1	NP_012246.1, NP_116688.3	XP_009851184.1
OG0000187	NP_001342836.1, NP_587752.1, NP_588443.1, NP_588523.1, NP_592802.1, NP_595315.1		
OG0000188	NP_001342923.1, NP_588555.1, NP_596081.1	NP_012171.1, NP_014378.1	XP_009850705.1
OG0000189	NP_001342962.1, NP_595071.1	NP_014258.1	XP_009848490.1, XP_009851207.1, XP_009854398.1
OG0000190	NP_001342973.1, NP_588301.2	NP_010213.1, NP_013503.1	XP_009848575.1, XP_009851773.1
OG0000191	NP_001343040.1, NP_592785.1	NP_015237.1	XP_009847206.1, XP_009850244.1, XP_009854590.1
OG0000192	NP_587684.1	NP_009521.1, NP_009792.3	XP_009850757.1, XP_009851739.1, XP_009857344.1
OG0000193	NP_587865.1, NP_593974.1	NP_013639.1, NP_014312.1, NP_014729.1	XP_009856191.1
OG0000194	NP_587895.1	NP_009610.1, NP_009950.1, NP_010316.1	XP_009852115.1, XP_009852737.1
OG0000195	NP_587935.1, NP_596525.1	NP_014586.1, NP_015065.1, NP_015446.2	XP_009850531.1
OG0000196	NP_588071.1, NP_588366.1, NP_593266.1, NP_593689.1, NP_594400.1, NP_596723.1		
OG0000197	NP_588134.1	NP_015200.1	XP_009847268.1, XP_009849641.1, XP_009854992.1, XP_009855323.1
OG0000198	NP_588171.2	NP_011670.3, NP_013002.3, NP_013977.1	XP_009849668.1, XP_009853063.1
OG0000199	NP_588298.1, NP_588517.1	NP_014170.1	XP_009847250.1, XP_009853664.1, XP_009857115.1
OG0000200	NP_588316.1, NP_596123.1	NP_013413.1	XP_009850663.1, XP_009851712.1, XP_009852158.1
OG0000201	NP_588347.1	NP_010037.1, NP_012690.3, NP_014067.1, NP_116597.1	XP_009851744.1
OG0000202	NP_588526.2		XP_009847939.1, XP_009849619.1, XP_009850580.1, XP_009853814.1, XP_009856683.1
OG0000203	NP_588557.1, NP_596082.1	NP_010635.1, NP_011965.1	XP_009855321.1, XP_009855547.1
OG0000204	NP_588566.1, NP_593270.1, NP_595128.1	NP_011313.1, NP_012005.1	XP_009848285.1
OG0000205	NP_592939.1	NP_013993.1, NP_014557.1	XP_009849378.1, XP_009849944.1, XP_009851502.1
OG0000206	NP_593852.1	NP_011725.3, NP_013144.1	XP_009849197.1, XP_009850498.1, XP_009857166.1
OG0000207	NP_593879.1	NP_011456.5, NP_012222.1	XP_009847346.1, XP_009849686.1, XP_009852252.1
OG0000208	NP_593982.1	NP_010026.1, NP_013565.3, NP_014265.3	XP_009853255.1, XP_009853766.1
OG0000209	NP_593999.1	NP_013658.1	XP_009847023.1, XP_009849414.1, XP_009853170.1, XP_009855905.1
OG0000210	NP_594221.1	NP_009359.1, NP_012378.1	XP_009851323.1, XP_009853268.1, XP_009854267.1
OG0000211	NP_594228.1, NP_595451.1	NP_014502.1	XP_009847787.1, XP_009848316.1, XP_009855316.1
OG0000212	NP_594305.1	NP_012835.1, NP_014717.2	XP_009847626.1, XP_009853073.1, XP_009854406.1
OG0000213	NP_594358.1, NP_595873.1, NP_596513.1	NP_010670.3, NP_014603.1	XP_009855097.1
OG0000214	NP_594562.3	NP_012646.3	XP_009849912.1, XP_009851317.1, XP_009851849.1, XP_009856254.1
OG0000215	NP_594734.1	NP_015055.1	XP_009848012.1, XP_009848896.1, XP_009850751.1, XP_009855204.1
OG0000216	NP_594767.1, NP_595969.1	NP_013390.1, NP_014825.3	XP_009853286.1, XP_009855175.1
OG0000217	NP_594880.1	NP_011717.4, NP_012842.1, NP_015277.1	XP_009848228.1, XP_009853030.1
OG0000218	NP_594980.1	NP_012367.2	XP_009851047.1, XP_009851866.1, XP_009855071.1, XP_009855464.1
OG0000219	NP_595014.1, NP_595773.1	NP_009853.3, NP_013193.1	XP_009849606.1, XP_009856219.1
OG0000220	NP_595059.1	NP_015023.1	XP_009849620.1, XP_009850411.1, XP_009850502.1, XP_009854330.1
OG0000221	NP_595067.1	NP_010987.3, NP_015331.1	XP_009847631.1, XP_009850965.1, XP_009856812.1
OG0000222	NP_595126.1, NP_595627.1	NP_010018.1, NP_014076.1, NP_014446.3	XP_009848091.1
OG0000223	NP_595180.2	NP_012078.3, NP_012682.1	XP_009847227.1, XP_009854069.1, XP_009855662.1
OG0000224	NP_595229.1, NP_595694.1	NP_014675.1	XP_009854048.1, XP_009854629.1, XP_009856866.1
OG0000225	NP_595233.1	NP_012660.1, NP_014899.1, NP_015149.1	XP_009849514.1, XP_009856348.1
OG0000226	NP_595350.2	NP_010562.1, NP_010814.1, NP_012384.1	XP_009847841.1, XP_009849493.1
OG0000227	NP_596091.1	NP_009628.1, NP_010456.1	XP_009847200.1, XP_009853092.1, XP_009856494.1
OG0000228	NP_596208.1	NP_010973.3, NP_012611.1	XP_009851627.1, XP_009852392.1, XP_009855105.1
OG0000229	NP_596249.1	NP_012664.1, NP_013628.1	XP_009853337.1, XP_009854740.1, XP_009855052.1
OG0000230	NP_596365.1	NP_011957.1	XP_009847451.1, XP_009847468.1, XP_009849149.1, XP_009850472.1
OG0000231		NP_010032.1, NP_010038.1, NP_012689.1, NP_014068.1, NP_014477.1	XP_009849307.1
OG0000232		NP_011569.1	XP_009848234.1, XP_009848617.1, XP_009849063.1, XP_009850291.1, XP_009852807.1
OG0000233		NP_012375.2, NP_012376.3, NP_012377.1, NP_012757.1, NP_012758.1	XP_009854415.1
OG0000234		NP_012456.1, NP_012457.1, NP_012938.3	XP_009849571.1, XP_009854211.1, XP_009856822.1
OG0000235		NP_013290.1	XP_009851056.1, XP_009852846.1, XP_009855098.1, XP_009855539.1, XP_009855540.1
OG0000236		NP_014730.2	XP_009848929.1, XP_009849237.1, XP_009849404.1, XP_009849577.1, XP_009857076.1
OG0000237			XP_009847074.1, XP_009851575.1, XP_009852772.1, XP_009855072.1, XP_009856476.1, XP_009856486.1
OG0000238			XP_009847127.1, XP_009849049.1, XP_009852480.1, XP_009853645.1, XP_009853648.1, XP_009853652.1
OG0000239			XP_009847193.1, XP_009847501.1, XP_009847502.1, XP_009847503.1, XP_009847504.1, XP_009847505.1
OG0000240			XP_009847478.1, XP_009849824.1, XP_009851561.1, XP_009851655.1, XP_009851747.1, XP_009854844.1
OG0000241			XP_009847687.1, XP_009850408.1, XP_009852823.1, XP_009853028.1, XP_009853110.1, XP_009853960.1
OG0000242			XP_009848136.1, XP_009848825.1, XP_009849323.1, XP_009854982.1, XP_009855682.1, XP_009855916.1
OG0000243			XP_009848516.1, XP_009848831.1, XP_009850161.1, XP_009852310.1, XP_009852536.1, XP_009854882.1
OG0000244			XP_009848647.1, XP_009848648.1, XP_009848651.1, XP_009848652.1, XP_009848654.1, XP_009848661.1
OG0000245			XP_009848818.1, XP_009850991.1, XP_009851696.1, XP_009851926.1, XP_009856167.1, XP_009857138.1
OG0000246			XP_009848841.1, XP_009852859.1, XP_009853101.1, XP_009854781.1, XP_009857112.1, XP_009857268.1
OG0000247			XP_009849113.1, XP_009850241.1, XP_009850640.1, XP_009851033.1, XP_009851469.1, XP_009855717.1
OG0000248			XP_009849521.1, XP_009851453.1, XP_009851640.1, XP_009855121.1, XP_009855949.1, XP_009856081.1
OG0000249			XP_009849553.1, XP_009849554.1, XP_009849555.1, XP_009849556.1, XP_009849557.1, XP_009849559.1
OG0000250			XP_009851367.1, XP_009853778.1, XP_009853852.1, XP_009853887.1, XP_009854152.1, XP_009855034.1
OG0000251			XP_009853820.1, XP_009854728.1, XP_009854729.1, XP_009854735.1, XP_009854736.1, XP_009854742.1
OG0000252			XP_009853881.1, XP_009853896.1, XP_009854747.1, XP_009854749.1, XP_009854755.1, XP_009854756.1
OG0000253			XP_009855231.1, XP_009855491.1, XP_009855493.1, XP_009855494.1, XP_009855495.1, XP_009855506.1
OG0000254	NP_595321.1, NP_596765.1	NP_012136.1, NP_012329.1	XP_009850937.1
OG0000255			XP_009847260.1, XP_009847266.1, XP_009848568.1, XP_009851353.1, XP_009854995.1
OG0000256	NP_594497.1		XP_009848880.1, XP_009850068.1, XP_009852583.1, XP_009855820.1
OG0000257	NP_593664.2, NP_595324.1		XP_009847586.1, XP_009850574.1, XP_009852380.1
OG0000258	NP_595933.1	NP_010169.1, NP_013530.1	XP_009852321.1, XP_009855762.1
OG0000259	NP_596106.1, NP_596657.1	NP_010407.1, NP_013197.1	XP_009854063.1
OG0000260	NP_001342807.1, NP_593504.1, NP_595068.1	NP_011776.1	XP_009851788.1
OG0000261	NP_001342868.1, NP_596314.1	NP_009562.1, NP_011914.1	XP_009854499.1
OG0000262	NP_595458.1	NP_011654.1, NP_015482.1	XP_009851079.1, XP_009855618.1
OG0000263	NP_594479.2	NP_015338.1, NP_015340.1	XP_009856270.1, XP_009857054.1
OG0000264	NP_001342739.1, NP_595703.1	NP_011299.1	XP_009853203.1, XP_009854799.1
OG0000265	NP_001342809.1	NP_010948.1, NP_011305.1	XP_009851948.1, XP_009852046.1
OG0000266	NP_001342936.1, NP_588218.1, NP_588377.1, NP_595924.1		XP_009855633.1
OG0000267	NP_587731.1, NP_593325.1, NP_593617.1	NP_009383.1	XP_009856125.1
OG0000268	NP_588413.1		XP_009850208.1, XP_009851068.1, XP_009851488.1, XP_009851670.1
OG0000269	NP_596790.1		XP_009847580.1, XP_009848742.1, XP_009850325.1, XP_009850950.1
OG0000270	NP_595839.1	NP_014773.4	XP_009851614.1, XP_009853419.1, XP_009857250.1
OG0000271	NP_593926.1, NP_594396.1, NP_595793.1	NP_011051.3	XP_009854496.1
OG0000272	NP_593962.1, NP_594728.1	NP_013608.1, NP_013988.1	XP_009855663.1
OG0000273	NP_594871.1, NP_595756.1	NP_010667.1, NP_014770.1	XP_009849338.1
OG0000274	NP_001342891.1, NP_593889.1	NP_011622.1, NP_015444.1	XP_009856520.1
OG0000275	NP_001342877.1, NP_595380.1	NP_012003.1, NP_014245.1	XP_009854441.1
OG0000276	NP_595446.1	NP_011824.1, NP_015116.1	XP_009851810.1, XP_009853052.1
OG0000277	NP_588305.1	NP_009570.1, NP_010274.1, NP_015169.1	XP_009855854.1
OG0000278	NP_595106.1, NP_596774.1	NP_013625.1	XP_009851699.1, XP_009856100.1
OG0000279	NP_001342799.1	NP_009723.3	XP_009850997.1, XP_009851280.1, XP_009857374.1
OG0000280	NP_001343026.1, NP_001343051.1, NP_593033.1, NP_595040.1	NP_011344.1	
OG0000281	NP_593340.1	NP_009667.1	XP_009847720.1, XP_009848292.1, XP_009853040.1
OG0000282	NP_595257.1	NP_010807.3, NP_014264.1	XP_009847702.1, XP_009853321.1
OG0000283	NP_594535.1, NP_596694.1	NP_013554.3, NP_013637.1	XP_009856211.1
OG0000284		NP_009863.2, NP_010849.3, NP_011816.2, NP_011823.1, NP_013032.1	
OG0000285	NP_588424.1	NP_014257.1	XP_009848166.1, XP_009849248.1, XP_009853721.1
OG0000286	NP_588464.1	NP_009485.3, NP_011025.3, NP_011852.1	XP_009849929.1
OG0000287	NP_595762.1	NP_010486.3, NP_013339.1	XP_009847232.1, XP_009857097.1
OG0000288	NP_001018270.2, NP_588310.1, NP_595486.1	NP_116620.1	XP_009855918.1
OG0000289	NP_001342766.1	NP_014302.3, NP_014707.1	XP_009850856.1, XP_009852558.1
OG0000290	NP_001342828.1	NP_014317.4	XP_009849745.1, XP_009852396.1, XP_009856502.1
OG0000291	NP_001342914.1, NP_594401.1		XP_009851798.1, XP_009853576.1, XP_009856457.1
OG0000292	NP_592881.1	NP_010248.1, NP_014575.1	XP_009853987.1, XP_009854582.1
OG0000293	NP_588492.1, NP_596233.1	NP_009373.1, NP_014971.1	XP_009847753.1
OG0000294	NP_588351.1	NP_011754.3, NP_012028.1	XP_009856663.1, XP_009857188.1
OG0000295	NP_593236.1	NP_011915.1, NP_013949.1, NP_014923.1	XP_009855030.1
OG0000296	NP_588411.2		XP_009850399.1, XP_009851732.1, XP_009853737.1, XP_009855993.1
OG0000297	NP_592864.1, NP_594646.1	NP_014101.1, NP_014528.1	XP_009851176.1
OG0000298	NP_594674.1, NP_595081.1	NP_011512.1	XP_009848009.1, XP_009851991.1
OG0000299	NP_596013.1	NP_010780.1, NP_014540.1, NP_014641.2	XP_009849088.1
OG0000300	NP_596828.1	NP_009468.1, NP_011039.1	XP_009847877.1, XP_009855931.1
OG0000301	NP_593696.1	NP_013352.1	XP_009849175.1, XP_009855263.1, XP_009857189.1
OG0000302	NP_588077.1, NP_594377.1	NP_010625.1	XP_009849310.1, XP_009855620.1
OG0000303	NP_593157.1, NP_593419.1, NP_593571.1, NP_595210.1		XP_009857103.1
OG0000304	NP_596480.1	NP_011973.1, NP_015002.3	XP_009855485.1, XP_009856233.1
OG0000305	NP_594885.1, NP_594899.1	NP_010998.2	XP_009852411.1, XP_009853503.1
OG0000306	NP_001018221.1, NP_588350.1	NP_010788.1, NP_013286.1	XP_009855433.1
OG0000307	NP_001018228.1, NP_596397.1	NP_014098.1, NP_014521.1	XP_009854456.1
OG0000308	NP_001018763.1, NP_595016.1, NP_595871.1	NP_011847.1	XP_009854976.1
OG0000309	NP_001018767.1, NP_592783.1	NP_015035.1, NP_015044.1	XP_009850772.1
OG0000310	NP_001018772.1, NP_595024.1	NP_011894.1	XP_009848511.1, XP_009850463.1
OG0000311	NP_001342726.1, NP_594594.1	NP_009461.2, NP_011046.3	XP_009847536.1
OG0000312	NP_001342833.1, NP_593234.1	NP_012345.1, NP_013471.1	XP_009850592.1
OG0000313	NP_001342847.1	NP_010174.1, NP_010732.1, NP_011371.1	XP_009849336.1
OG0000314	NP_001342850.1	NP_009395.1, NP_010266.1, NP_014659.1	XP_009848246.1
OG0000315	NP_001342858.1, NP_001342893.1	NP_014046.1	XP_009847409.1, XP_009854174.1
OG0000316	NP_001342896.1, NP_587863.1	NP_010673.1, NP_014776.1	XP_009849327.1
OG0000317	NP_001342909.1, NP_593934.1	NP_012976.1	XP_009850607.1, XP_009853320.1
