fg,nc,nt
FGRAMPH1_01T25837,NCU01724,NEUTE1DRAFT_123033
FGRAMPH1_01T15735,NCU07781,NEUTE1DRAFT_36086
FGRAMPH1_01T02589,NCU02061,NEUTE1DRAFT_89316
FGRAMPH1_01T19023,NCU06919,NEUTE1DRAFT_102597
FGRAMPH1_01T19257,NCU01826,NEUTE1DRAFT_84001
FGRAMPH1_01T19055,NCU04935,NEUTE1DRAFT_78113
FGRAMPH1_01T18829,NCU00826,NEUTE1DRAFT_141961
FGRAMPH1_01T18429,NCU08982,NEUTE1DRAFT_63869
FGRAMPH1_01T02017,NCU02906,NEUTE1DRAFT_150661
FGRAMPH1_01T24303,NCU00043,NEUTE1DRAFT_116927
FGRAMPH1_01T10805,NCU03164,NEUTE1DRAFT_126121
FGRAMPH1_01T17753,NCU05846,NEUTE1DRAFT_86719
FGRAMPH1_01T23321,NCU02806,NEUTE1DRAFT_119275
FGRAMPH1_01T08553,NCU08168,NEUTE1DRAFT_117929
FGRAMPH1_01T20977,NCU02855,NEUTE1DRAFT_104887
FGRAMPH1_01T04827,NCU02302,NEUTE1DRAFT_67493
FGRAMPH1_01T06515,NCU05683,NEUTE1DRAFT_80792
FGRAMPH1_01T05891,NCU04946,NEUTE1DRAFT_116247
FGRAMPH1_01T05905,NCU04899,NEUTE1DRAFT_59383
FGRAMPH1_01T05915,NCU04903,NEUTE1DRAFT_108290
FGRAMPH1_01T28083,NCU02190,NEUTE1DRAFT_131450
FGRAMPH1_01T06781,NCU07154,NEUTE1DRAFT_56096
FGRAMPH1_01T23025,NCU00473,NEUTE1DRAFT_82475
FGRAMPH1_01T14781,NCU01064,NEUTE1DRAFT_98165
FGRAMPH1_01T13121,NCU09636,NEUTE1DRAFT_39987
FGRAMPH1_01T14851,NCU09737,NEUTE1DRAFT_99182
FGRAMPH1_01T23497,NCU06071,NEUTE1DRAFT_46358
FGRAMPH1_01T10193,NCU09904,NEUTE1DRAFT_118376
FGRAMPH1_01T10825,NCU02175,NEUTE1DRAFT_132466
FGRAMPH1_01T17225,NCU03481,NEUTE1DRAFT_123419
FGRAMPH1_01T11559,NCU09171,NEUTE1DRAFT_145942
FGRAMPH1_01T01843,NCU03125,NEUTE1DRAFT_126155
FGRAMPH1_01T10003,NCU03967,NEUTE1DRAFT_69264
FGRAMPH1_01T27257,NCU09175,NEUTE1DRAFT_116758
FGRAMPH1_01T13673,NCU05492,NEUTE1DRAFT_68941
FGRAMPH1_01T13999,NCU00642,NEUTE1DRAFT_93088
FGRAMPH1_01T04949,NCU01213,NEUTE1DRAFT_115907
FGRAMPH1_01T27243,NCU06042,NEUTE1DRAFT_117787
FGRAMPH1_01T24227,NCU01291,NEUTE1DRAFT_76240
FGRAMPH1_01T07523,NCU04280,NEUTE1DRAFT_75176
FGRAMPH1_01T27673,NCU08776,NEUTE1DRAFT_82913
FGRAMPH1_01T20705,NCU01809,NEUTE1DRAFT_83961
FGRAMPH1_01T01793,NCU00905,NEUTE1DRAFT_71418
FGRAMPH1_01T10757,NCU04020,NEUTE1DRAFT_87826
FGRAMPH1_01T13711,NCU09859,NEUTE1DRAFT_103842
FGRAMPH1_01T00105,NCU07200,NEUTE1DRAFT_115614
FGRAMPH1_01T00479,NCU02481,NEUTE1DRAFT_92288
FGRAMPH1_01T06785,NCU04230,NEUTE1DRAFT_143773
FGRAMPH1_01T00525,NCU07476,NEUTE1DRAFT_52085
FGRAMPH1_01T19115,NCU09548,NEUTE1DRAFT_36538
FGRAMPH1_01T23945,NCU00365,NEUTE1DRAFT_94947
FGRAMPH1_01T21781,NCU16443,NEUTE1DRAFT_89755
FGRAMPH1_01T00839,NCU01715,NEUTE1DRAFT_101788
FGRAMPH1_01T10217,NCU04465,NEUTE1DRAFT_79319
FGRAMPH1_01T00943,NCU00503,NEUTE1DRAFT_74097
FGRAMPH1_01T09693,NCU05548,NEUTE1DRAFT_87517
FGRAMPH1_01T01229,NCU09817,NEUTE1DRAFT_72822
FGRAMPH1_01T01361,NCU03248,NEUTE1DRAFT_126043
FGRAMPH1_01T05037,NCU07745,NEUTE1DRAFT_77693
FGRAMPH1_01T01465,NCU03011,NEUTE1DRAFT_106335
FGRAMPH1_01T02761,NCU02777,NEUTE1DRAFT_106582
FGRAMPH1_01T01499,NCU07962,NEUTE1DRAFT_116257
FGRAMPH1_01T17281,NCU03530,NEUTE1DRAFT_117584
FGRAMPH1_01T01869,NCU08064,NEUTE1DRAFT_70070
FGRAMPH1_01T15143,NCU01510,NEUTE1DRAFT_122884
FGRAMPH1_01T15339,NCU10051,NEUTE1DRAFT_117694
FGRAMPH1_01T01929,NCU02096,NEUTE1DRAFT_89249
FGRAMPH1_01T03337,NCU02795,NEUTE1DRAFT_133995
FGRAMPH1_01T01959,NCU00824,NEUTE1DRAFT_132812
FGRAMPH1_01T02293,NCU02065,NEUTE1DRAFT_70626
FGRAMPH1_01T19945,NCU01672,NEUTE1DRAFT_83736
FGRAMPH1_01T16601,NCU06518,NEUTE1DRAFT_59660
FGRAMPH1_01T02335,NCU03112,NEUTE1DRAFT_118894
FGRAMPH1_01T26337,NCU07709,NEUTE1DRAFT_99220
FGRAMPH1_01T02387,NCU03145,NEUTE1DRAFT_72543
FGRAMPH1_01T06825,NCU04219,NEUTE1DRAFT_127234
FGRAMPH1_01T02539,NCU08338,NEUTE1DRAFT_71901
FGRAMPH1_01T02547,NCU02630,NEUTE1DRAFT_91940
FGRAMPH1_01T18017,NCU00104,NEUTE1DRAFT_81704
FGRAMPH1_01T22495,NCU02329,NEUTE1DRAFT_103047
FGRAMPH1_01T02789,NCU03310,NEUTE1DRAFT_118808
FGRAMPH1_01T07781,NCU08946,NEUTE1DRAFT_119422
FGRAMPH1_01T02891,NCU09373,NEUTE1DRAFT_133417
FGRAMPH1_01T04655,NCU08020,NEUTE1DRAFT_128886
FGRAMPH1_01T12083,NCU05036,NEUTE1DRAFT_88536
FGRAMPH1_01T02895,NCU02961,NEUTE1DRAFT_92606
FGRAMPH1_01T03009,NCU02677,NEUTE1DRAFT_73152
FGRAMPH1_01T26617,NCU08287,NEUTE1DRAFT_128592
FGRAMPH1_01T24039,NCU01242,NEUTE1DRAFT_119955
FGRAMPH1_01T03197,NCU02758,NEUTE1DRAFT_126317
FGRAMPH1_01T24141,NCU04100,NEUTE1DRAFT_56861
FGRAMPH1_01T03263,NCU09808,NEUTE1DRAFT_91539
FGRAMPH1_01T26505,NCU09853,NEUTE1DRAFT_134223
FGRAMPH1_01T03285,NCU09895,NEUTE1DRAFT_96881
FGRAMPH1_01T03403,NCU05775,NEUTE1DRAFT_86598
FGRAMPH1_01T17215,NCU03783,NEUTE1DRAFT_127843
FGRAMPH1_01T17071,NCU09731,NEUTE1DRAFT_59944
FGRAMPH1_01T03685,NCU08345,NEUTE1DRAFT_118757
FGRAMPH1_01T03717,NCU08387,NEUTE1DRAFT_149972
FGRAMPH1_01T14231,NCU04521,NEUTE1DRAFT_116459
FGRAMPH1_01T08735,NCU00678,NEUTE1DRAFT_53729
FGRAMPH1_01T03831,NCU06803,NEUTE1DRAFT_84197
FGRAMPH1_01T27773,NCU03213,NEUTE1DRAFT_51649
FGRAMPH1_01T03945,NCU06792,NEUTE1DRAFT_123190
FGRAMPH1_01T26017,NCU05341,NEUTE1DRAFT_102137
FGRAMPH1_01T04477,NCU03682,NEUTE1DRAFT_144490
FGRAMPH1_01T20133,NCU02382,NEUTE1DRAFT_102991
FGRAMPH1_01T04515,NCU03704,NEUTE1DRAFT_77077
FGRAMPH1_01T04623,NCU01312,NEUTE1DRAFT_76192
FGRAMPH1_01T15487,NCU09197,NEUTE1DRAFT_125869
FGRAMPH1_01T04665,NCU07988,NEUTE1DRAFT_60959
FGRAMPH1_01T14979,NCU05459,NEUTE1DRAFT_130625
FGRAMPH1_01T04773,NCU07082,NEUTE1DRAFT_86925
FGRAMPH1_01T15571,NCU00915,NEUTE1DRAFT_90126
FGRAMPH1_01T04837,NCU04145,NEUTE1DRAFT_75440
FGRAMPH1_01T17179,NCU03732,NEUTE1DRAFT_127880
FGRAMPH1_01T20425,NCU02260,NEUTE1DRAFT_86281
FGRAMPH1_01T04899,NCU01224,NEUTE1DRAFT_115902
FGRAMPH1_01T17933,NCU11320,NEUTE1DRAFT_121914
FGRAMPH1_01T05321,NCU01348,NEUTE1DRAFT_57436
FGRAMPH1_01T17825,NCU06505,NEUTE1DRAFT_121961
FGRAMPH1_01T05783,NCU01080,NEUTE1DRAFT_144306
FGRAMPH1_01T07431,NCU04630,NEUTE1DRAFT_77420
FGRAMPH1_01T06327,NCU04673,NEUTE1DRAFT_120433
FGRAMPH1_01T16407,NCU09184,NEUTE1DRAFT_43213
FGRAMPH1_01T06373,NCU05752,NEUTE1DRAFT_86563
FGRAMPH1_01T07259,NCU08939,NEUTE1DRAFT_75018
FGRAMPH1_01T14905,NCU08024,NEUTE1DRAFT_79725
FGRAMPH1_01T08051,NCU08703,NEUTE1DRAFT_130250
FGRAMPH1_01T01267,NCU00951,NEUTE1DRAFT_118665
FGRAMPH1_01T08825,NCU05133,NEUTE1DRAFT_132202
FGRAMPH1_01T18519,NCU04442,NEUTE1DRAFT_128768
FGRAMPH1_01T08983,NCU04400,NEUTE1DRAFT_121216
FGRAMPH1_01T23751,NCU03779,NEUTE1DRAFT_58250
FGRAMPH1_01T09699,NCU09228,NEUTE1DRAFT_71807
FGRAMPH1_01T03919,NCU02319,NEUTE1DRAFT_86156
FGRAMPH1_01T10103,NCU09195,NEUTE1DRAFT_133038
FGRAMPH1_01T18251,NCU00300,NEUTE1DRAFT_82110
FGRAMPH1_01T10189,NCU09903,NEUTE1DRAFT_149152
FGRAMPH1_01T14675,NCU07922,NEUTE1DRAFT_116274
FGRAMPH1_01T10677,NCU00682,NEUTE1DRAFT_149564
FGRAMPH1_01T24349,NCU06240,NEUTE1DRAFT_81394
FGRAMPH1_01T11957,NCU06987,NEUTE1DRAFT_61419
FGRAMPH1_01T26757,NCU07701,NEUTE1DRAFT_60036
FGRAMPH1_01T12859,NCU04991,NEUTE1DRAFT_48858
FGRAMPH1_01T12935,NCU09773,NEUTE1DRAFT_64387
FGRAMPH1_01T18121,NCU00428,NEUTE1DRAFT_129901
FGRAMPH1_01T13347,NCU05883,NEUTE1DRAFT_22539
FGRAMPH1_01T15935,NCU05888,NEUTE1DRAFT_47921
FGRAMPH1_01T13687,NCU07626,NEUTE1DRAFT_98858
FGRAMPH1_01T02553,NCU02702,NEUTE1DRAFT_150381
FGRAMPH1_01T27507,NCU09785,NEUTE1DRAFT_68632
FGRAMPH1_01T13903,NCU04066,NEUTE1DRAFT_124676
FGRAMPH1_01T14001,NCU07326,NEUTE1DRAFT_99791
FGRAMPH1_01T26199,NCU05965,NEUTE1DRAFT_118293
FGRAMPH1_01T19465,NCU01378,NEUTE1DRAFT_76079
FGRAMPH1_01T14497,NCU00446,NEUTE1DRAFT_110299
FGRAMPH1_01T14561,NCU00463,NEUTE1DRAFT_82447
FGRAMPH1_01T16409,NCU09183,NEUTE1DRAFT_145950
FGRAMPH1_01T15279,NCU09570,NEUTE1DRAFT_102651
FGRAMPH1_01T26511,NCU04368,NEUTE1DRAFT_79533
FGRAMPH1_01T15327,NCU09335,NEUTE1DRAFT_122737
FGRAMPH1_01T03243,NCU02994,NEUTE1DRAFT_92658
FGRAMPH1_01T17643,NCU02322,NEUTE1DRAFT_67472
FGRAMPH1_01T15407,NCU07165,NEUTE1DRAFT_119344
FGRAMPH1_01T17193,NCU01183,NEUTE1DRAFT_76481
FGRAMPH1_01T24323,NCU00389,NEUTE1DRAFT_82292
FGRAMPH1_01T25265,NCU08749,NEUTE1DRAFT_122771
FGRAMPH1_01T28031,NCU06296,NEUTE1DRAFT_39453
FGRAMPH1_01T26761,NCU07700,NEUTE1DRAFT_94258
FGRAMPH1_01T27379,NCU02572,NEUTE1DRAFT_142911
FGRAMPH1_01T07669,NCU04255,NEUTE1DRAFT_56542
FGRAMPH1_01T27633,NCU00528,NEUTE1DRAFT_92846
FGRAMPH1_01T25695,NCU10521,NEUTE1DRAFT_85280
FGRAMPH1_01T24731,NCU03826,NEUTE1DRAFT_115978
FGRAMPH1_01T25911,NCU09497,NEUTE1DRAFT_116751
FGRAMPH1_01T18755,NCU02209,NEUTE1DRAFT_86398
FGRAMPH1_01T00485,NCU00548,NEUTE1DRAFT_92869
FGRAMPH1_01T28253,NCU08568,NEUTE1DRAFT_146762
FGRAMPH1_01T23153,NCU07553,NEUTE1DRAFT_146699
FGRAMPH1_01T03357,NCU02775,NEUTE1DRAFT_150950
FGRAMPH1_01T24933,NCU06034,NEUTE1DRAFT_85799
FGRAMPH1_01T03487,NCU01653,NEUTE1DRAFT_122997
FGRAMPH1_01T26405,NCU05232,NEUTE1DRAFT_129184
FGRAMPH1_01T20021,NCU09721,NEUTE1DRAFT_85450
FGRAMPH1_01T17941,NCU16930,NEUTE1DRAFT_135482
FGRAMPH1_01T26147,NCU02407,NEUTE1DRAFT_85959
FGRAMPH1_01T16899,NCU05878,NEUTE1DRAFT_117987
FGRAMPH1_01T18721,NCU02213,NEUTE1DRAFT_124117
FGRAMPH1_01T19677,NCU06342,NEUTE1DRAFT_145274
FGRAMPH1_01T04767,NCU10400,NEUTE1DRAFT_78227
FGRAMPH1_01T05169,NCU08145,NEUTE1DRAFT_86496
FGRAMPH1_01T20077,NCU06881,NEUTE1DRAFT_66517
FGRAMPH1_01T17807,NCU07578,NEUTE1DRAFT_82643
FGRAMPH1_01T17765,NCU00316,NEUTE1DRAFT_82145
FGRAMPH1_01T18547,NCU10895,NEUTE1DRAFT_105020
FGRAMPH1_01T20053,NCU02230,NEUTE1DRAFT_124099
FGRAMPH1_01T20287,NCU01643,NEUTE1DRAFT_130400
FGRAMPH1_01T23215,NCU06678,NEUTE1DRAFT_127448
FGRAMPH1_01T26455,NCU09931,NEUTE1DRAFT_129104
FGRAMPH1_01T19077,NCU01275,NEUTE1DRAFT_76281
FGRAMPH1_01T24381,NCU06190,NEUTE1DRAFT_62600
FGRAMPH1_01T26085,NCU02348,NEUTE1DRAFT_86106
FGRAMPH1_01T00029,NCU02932,NEUTE1DRAFT_73843
FGRAMPH1_01T04677,NCU16784,NEUTE1DRAFT_60095
FGRAMPH1_01T05259,NCU07337,NEUTE1DRAFT_99779
FGRAMPH1_01T11027,NCU16329,NEUTE1DRAFT_125262
FGRAMPH1_01T00009,NCU06137,NEUTE1DRAFT_117740
FGRAMPH1_01T00081,NCU06490,NEUTE1DRAFT_62521
FGRAMPH1_01T00109,NCU04948,NEUTE1DRAFT_47489
FGRAMPH1_01T00405,NCU09040,NEUTE1DRAFT_123590
FGRAMPH1_01T00413,NCU09912,NEUTE1DRAFT_70039
FGRAMPH1_01T00455,NCU02654,NEUTE1DRAFT_91897
FGRAMPH1_01T00463,NCU00592,NEUTE1DRAFT_150844
FGRAMPH1_01T00467,NCU10129,NEUTE1DRAFT_132316
FGRAMPH1_01T00483,NCU02479,NEUTE1DRAFT_150573
FGRAMPH1_01T00499,NCU00593,NEUTE1DRAFT_126848
FGRAMPH1_01T00513,NCU00669,NEUTE1DRAFT_89662
FGRAMPH1_01T00515,NCU00670,NEUTE1DRAFT_118569
FGRAMPH1_01T00523,NCU00674,NEUTE1DRAFT_89672
FGRAMPH1_01T00547,NCU09231,NEUTE1DRAFT_93373
FGRAMPH1_01T00671,NCU00538,NEUTE1DRAFT_126796
FGRAMPH1_01T00693,NCU00542,NEUTE1DRAFT_74165
FGRAMPH1_01T00697,NCU00665,NEUTE1DRAFT_74432
FGRAMPH1_01T00701,NCU00614,NEUTE1DRAFT_93026
FGRAMPH1_01T00703,NCU00561,NEUTE1DRAFT_126815
FGRAMPH1_01T00707,NCU02007,NEUTE1DRAFT_96436
FGRAMPH1_01T00711,NCU00559,NEUTE1DRAFT_92901
FGRAMPH1_01T00719,NCU00649,NEUTE1DRAFT_93100
FGRAMPH1_01T00721,NCU00650,NEUTE1DRAFT_150889
FGRAMPH1_01T00741,NCU02458,NEUTE1DRAFT_123899
FGRAMPH1_01T00743,NCU08363,NEUTE1DRAFT_149949
FGRAMPH1_01T00747,NCU03979,NEUTE1DRAFT_69237
FGRAMPH1_01T00753,NCU10847,NEUTE1DRAFT_142084
FGRAMPH1_01T00755,NCU16423,NEUTE1DRAFT_149762
FGRAMPH1_01T00761,NCU02058,NEUTE1DRAFT_149416
FGRAMPH1_01T00763,NCU07483,NEUTE1DRAFT_125152
FGRAMPH1_01T00769,NCU02077,NEUTE1DRAFT_104708
FGRAMPH1_01T00771,NCU02076,NEUTE1DRAFT_70599
FGRAMPH1_01T00775,NCU02108,NEUTE1DRAFT_70534
FGRAMPH1_01T00777,NCU02101,NEUTE1DRAFT_132530
FGRAMPH1_01T00779,NCU02083,NEUTE1DRAFT_89270
FGRAMPH1_01T00783,NCU02067,NEUTE1DRAFT_125348
FGRAMPH1_01T00781,NCU11209,NEUTE1DRAFT_89302
FGRAMPH1_01T00785,NCU02066,NEUTE1DRAFT_10784
FGRAMPH1_01T00787,NCU03225,NEUTE1DRAFT_91049
FGRAMPH1_01T00789,NCU03215,NEUTE1DRAFT_150113
FGRAMPH1_01T00795,NCU03461,NEUTE1DRAFT_147507
FGRAMPH1_01T00797,NCU03460,NEUTE1DRAFT_84674
FGRAMPH1_01T00803,NCU01606,NEUTE1DRAFT_117317
FGRAMPH1_01T00813,NCU01516,NEUTE1DRAFT_130327
FGRAMPH1_01T00815,NCU01596,NEUTE1DRAFT_83600
FGRAMPH1_01T00817,NCU01597,NEUTE1DRAFT_83603
FGRAMPH1_01T00821,NCU03556,NEUTE1DRAFT_123470
FGRAMPH1_01T00819,NCU03557,NEUTE1DRAFT_123472
FGRAMPH1_01T00833,NCU01720,NEUTE1DRAFT_117360
FGRAMPH1_01T00841,NCU01713,NEUTE1DRAFT_147155
FGRAMPH1_01T00845,NCU01705,NEUTE1DRAFT_83783
FGRAMPH1_01T00853,NCU05418,NEUTE1DRAFT_65655
FGRAMPH1_01T00857,NCU03405,NEUTE1DRAFT_147474
FGRAMPH1_01T00861,NCU06767,NEUTE1DRAFT_65451
FGRAMPH1_01T00863,NCU06768,NEUTE1DRAFT_84136
FGRAMPH1_01T00865,NCU06769,NEUTE1DRAFT_65455
FGRAMPH1_01T00879,NCU02286,NEUTE1DRAFT_86207
FGRAMPH1_01T00883,NCU02283,NEUTE1DRAFT_131368
FGRAMPH1_01T00885,NCU02282,NEUTE1DRAFT_67536
FGRAMPH1_01T00893,NCU02236,NEUTE1DRAFT_148180
FGRAMPH1_01T00895,NCU02237,NEUTE1DRAFT_148179
FGRAMPH1_01T00923,NCU09434,NEUTE1DRAFT_47741
FGRAMPH1_01T00925,NCU09435,NEUTE1DRAFT_85042
FGRAMPH1_01T00927,NCU09436,NEUTE1DRAFT_66361
FGRAMPH1_01T00931,NCU03033,NEUTE1DRAFT_126747
FGRAMPH1_01T00933,NCU06880,NEUTE1DRAFT_123625
FGRAMPH1_01T00941,NCU00513,NEUTE1DRAFT_150780
FGRAMPH1_01T00947,NCU00504,NEUTE1DRAFT_150775
FGRAMPH1_01T00949,NCU02498,NEUTE1DRAFT_133644
FGRAMPH1_01T00953,NCU07381,NEUTE1DRAFT_125795
FGRAMPH1_01T00955,NCU16364,NEUTE1DRAFT_150523
FGRAMPH1_01T00959,NCU02531,NEUTE1DRAFT_150529
FGRAMPH1_01T00963,NCU02533,NEUTE1DRAFT_92173
FGRAMPH1_01T00967,NCU08604,NEUTE1DRAFT_127005
FGRAMPH1_01T00969,NCU08605,NEUTE1DRAFT_151012
FGRAMPH1_01T00977,NCU08607,NEUTE1DRAFT_151014
FGRAMPH1_01T00979,NCU03311,NEUTE1DRAFT_72168
FGRAMPH1_01T00981,NCU03312,NEUTE1DRAFT_90856
FGRAMPH1_01T00983,NCU00501,NEUTE1DRAFT_92790
FGRAMPH1_01T00985,NCU00502,NEUTE1DRAFT_119204
FGRAMPH1_01T00989,NCU02536,NEUTE1DRAFT_92167
FGRAMPH1_01T00991,NCU02534,NEUTE1DRAFT_119090
FGRAMPH1_01T00997,NCU07762,NEUTE1DRAFT_144733
FGRAMPH1_01T00999,NCU08579,NEUTE1DRAFT_55525
FGRAMPH1_01T01005,NCU09996,NEUTE1DRAFT_51523
FGRAMPH1_01T01013,NCU10058,NEUTE1DRAFT_118962
FGRAMPH1_01T01029,NCU00969,NEUTE1DRAFT_55546
FGRAMPH1_01T01033,NCU00971,NEUTE1DRAFT_118680
FGRAMPH1_01T01041,NCU09130,NEUTE1DRAFT_90766
FGRAMPH1_01T01059,NCU07958,NEUTE1DRAFT_120724
FGRAMPH1_01T01063,NCU16411,NEUTE1DRAFT_51522
FGRAMPH1_01T01069,NCU03071,NEUTE1DRAFT_91407
FGRAMPH1_01T01073,NCU03270,NEUTE1DRAFT_126029
FGRAMPH1_01T01083,NCU09133,NEUTE1DRAFT_133106
FGRAMPH1_01T01089,NCU02656,NEUTE1DRAFT_126410
FGRAMPH1_01T01093,NCU02659,NEUTE1DRAFT_133512
FGRAMPH1_01T01091,NCU02658,NEUTE1DRAFT_91889
FGRAMPH1_01T01105,NCU09136,NEUTE1DRAFT_90752
FGRAMPH1_01T01107,NCU09139,NEUTE1DRAFT_149982
FGRAMPH1_01T01109,NCU09140,NEUTE1DRAFT_133099
FGRAMPH1_01T01115,NCU09143,NEUTE1DRAFT_105435
FGRAMPH1_01T01131,NCU02749,NEUTE1DRAFT_72995
FGRAMPH1_01T01135,NCU02747,NEUTE1DRAFT_126328
FGRAMPH1_01T01143,NCU02734,NEUTE1DRAFT_150354
FGRAMPH1_01T01149,NCU02737,NEUTE1DRAFT_91726
FGRAMPH1_01T01153,NCU02739,NEUTE1DRAFT_105869
FGRAMPH1_01T01157,NCU02731,NEUTE1DRAFT_150357
FGRAMPH1_01T01159,NCU16374,NEUTE1DRAFT_118990
FGRAMPH1_01T01163,NCU02729,NEUTE1DRAFT_150359
FGRAMPH1_01T01165,NCU02730,NEUTE1DRAFT_126343
FGRAMPH1_01T01173,NCU00522,NEUTE1DRAFT_133866
FGRAMPH1_01T01175,NCU00521,NEUTE1DRAFT_74131
FGRAMPH1_01T01177,NCU02740,NEUTE1DRAFT_51714
FGRAMPH1_01T01181,NCU10352,NEUTE1DRAFT_96889
FGRAMPH1_01T01183,NCU07957,NEUTE1DRAFT_128333
FGRAMPH1_01T01185,NCU03059,NEUTE1DRAFT_72738
FGRAMPH1_01T01187,NCU03080,NEUTE1DRAFT_91388
FGRAMPH1_01T01189,NCU03081,NEUTE1DRAFT_91384
FGRAMPH1_01T01191,NCU03082,NEUTE1DRAFT_91382
FGRAMPH1_01T01195,NCU03083,NEUTE1DRAFT_126197
FGRAMPH1_01T01201,NCU11252,NEUTE1DRAFT_91132
FGRAMPH1_01T01211,NCU03199,NEUTE1DRAFT_96785
FGRAMPH1_01T01221,NCU03203,NEUTE1DRAFT_133234
FGRAMPH1_01T01223,NCU03204,NEUTE1DRAFT_91105
FGRAMPH1_01T01227,NCU03206,NEUTE1DRAFT_126086
FGRAMPH1_01T01233,NCU09819,NEUTE1DRAFT_72817
FGRAMPH1_01T01237,NCU09261,NEUTE1DRAFT_115516
FGRAMPH1_01T01241,NCU00949,NEUTE1DRAFT_132904
FGRAMPH1_01T01245,NCU03018,NEUTE1DRAFT_133818
FGRAMPH1_01T01247,NCU03020,NEUTE1DRAFT_150742
FGRAMPH1_01T01253,NCU03023,NEUTE1DRAFT_126740
FGRAMPH1_01T01257,NCU09265,NEUTE1DRAFT_74601
FGRAMPH1_01T01259,NCU09263,NEUTE1DRAFT_106609
FGRAMPH1_01T01263,NCU09264,NEUTE1DRAFT_74605
FGRAMPH1_01T01265,NCU00953,NEUTE1DRAFT_125717
FGRAMPH1_01T01269,NCU00952,NEUTE1DRAFT_96584
FGRAMPH1_01T01273,NCU02540,NEUTE1DRAFT_92148
FGRAMPH1_01T01277,NCU02541,NEUTE1DRAFT_119086
FGRAMPH1_01T01289,NCU02539,NEUTE1DRAFT_73454
FGRAMPH1_01T01291,NCU02538,NEUTE1DRAFT_119089
FGRAMPH1_01T01293,NCU11234,NEUTE1DRAFT_106071
FGRAMPH1_01T01295,NCU11246,NEUTE1DRAFT_126009
FGRAMPH1_01T01297,NCU03292,NEUTE1DRAFT_72221
FGRAMPH1_01T01299,NCU03291,NEUTE1DRAFT_72223
FGRAMPH1_01T01303,NCU03307,NEUTE1DRAFT_72178
FGRAMPH1_01T01309,NCU03054,NEUTE1DRAFT_74085
FGRAMPH1_01T01311,NCU00499,NEUTE1DRAFT_119203
FGRAMPH1_01T01323,NCU03315,NEUTE1DRAFT_90849
FGRAMPH1_01T01327,NCU03325,NEUTE1DRAFT_72136
FGRAMPH1_01T01333,NCU00957,NEUTE1DRAFT_149778
FGRAMPH1_01T01343,NCU02798,NEUTE1DRAFT_119279
FGRAMPH1_01T01349,NCU03254,NEUTE1DRAFT_72302
FGRAMPH1_01T01355,NCU03255,NEUTE1DRAFT_72299
FGRAMPH1_01T01373,NCU03319,NEUTE1DRAFT_118802
FGRAMPH1_01T01385,NCU03246,NEUTE1DRAFT_133197
FGRAMPH1_01T01387,NCU03245,NEUTE1DRAFT_105548
FGRAMPH1_01T01393,NCU09316,NEUTE1DRAFT_72774
FGRAMPH1_01T01397,NCU09317,NEUTE1DRAFT_72776
FGRAMPH1_01T01399,NCU09318,NEUTE1DRAFT_114701
FGRAMPH1_01T01401,NCU08676,NEUTE1DRAFT_116569
FGRAMPH1_01T01407,NCU08600,NEUTE1DRAFT_93392
FGRAMPH1_01T01425,NCU02838,NEUTE1DRAFT_89649
FGRAMPH1_01T01427,NCU09816,NEUTE1DRAFT_72823
FGRAMPH1_01T01429,NCU03207,NEUTE1DRAFT_72406
FGRAMPH1_01T01431,NCU02492,NEUTE1DRAFT_92264
FGRAMPH1_01T01439,NCU02496,NEUTE1DRAFT_126555
FGRAMPH1_01T01441,NCU02495,NEUTE1DRAFT_126556
FGRAMPH1_01T01443,NCU02494,NEUTE1DRAFT_92256
FGRAMPH1_01T01445,NCU02499,NEUTE1DRAFT_73545
FGRAMPH1_01T01449,NCU07893,NEUTE1DRAFT_59653
FGRAMPH1_01T01461,NCU08651,NEUTE1DRAFT_79863
FGRAMPH1_01T01469,NCU08602,NEUTE1DRAFT_74692
FGRAMPH1_01T01475,NCU07285,NEUTE1DRAFT_109155
FGRAMPH1_01T01481,NCU09253,NEUTE1DRAFT_93326
FGRAMPH1_01T01483,NCU09252,NEUTE1DRAFT_126972
FGRAMPH1_01T01489,NCU09214,NEUTE1DRAFT_71839
FGRAMPH1_01T01497,NCU00954,NEUTE1DRAFT_90214
FGRAMPH1_01T01501,NCU00519,NEUTE1DRAFT_133863
FGRAMPH1_01T01503,NCU00520,NEUTE1DRAFT_74127
FGRAMPH1_01T01505,NCU07283,NEUTE1DRAFT_61299
FGRAMPH1_01T01525,NCU07298,NEUTE1DRAFT_61271
FGRAMPH1_01T01533,NCU07300,NEUTE1DRAFT_128971
FGRAMPH1_01T01541,NCU04473,NEUTE1DRAFT_79301
FGRAMPH1_01T01543,NCU09332,NEUTE1DRAFT_105770
FGRAMPH1_01T01549,NCU02781,NEUTE1DRAFT_119285
FGRAMPH1_01T01551,NCU02780,NEUTE1DRAFT_126932
FGRAMPH1_01T01555,NCU02778,NEUTE1DRAFT_74512
FGRAMPH1_01T01561,NCU09259,NEUTE1DRAFT_93314
FGRAMPH1_01T01563,NCU02669,NEUTE1DRAFT_73170
FGRAMPH1_01T01565,NCU02664,NEUTE1DRAFT_73180
FGRAMPH1_01T01575,NCU07461,NEUTE1DRAFT_88906
FGRAMPH1_01T01577,NCU00828,NEUTE1DRAFT_125616
