Orthogroup	GCA_900044135.1_GZPH1RResV1_protein	GCF_000182925.2_NC12_protein	GCF_000213175.1_v2.0_protein
OG0000118	CEF72119.1, CEF73225.1, CEF78407.1, CEF86751.1, SCB64045.1, SCB65030.1, SCB65841.1	XP_963379.3	XP_009852688.1
OG0000119	CEF75897.1, CEF76259.1, CEF77913.1, CEF78864.1, CEF79485.1, CEF84089.1, SCB64129.1	XP_955927.2	XP_009851923.1
OG0000120	CEF76375.1, CEF77638.1, CEF78751.1, CEF78752.1, CEF78791.1, CEF85388.1, CEF86301.1	XP_963385.2	XP_009852691.1
OG0000121	SCB65084.1	XP_959036.3, XP_959395.2, XP_960189.1, XP_960409.2	XP_009851367.1, XP_009853778.1, XP_009853887.1, XP_009854152.1
OG0000122	CEF71844.1, CEF73935.1, CEF74009.1, CEF74656.1, CEF76021.1, CEF76331.1, CEF76476.1, CEF76482.1, CEF84130.1		
OG0000123	CEF71892.1, CEF74745.1, CEF78152.1, CEF84134.1, CEF85162.1, CEF86109.1, CEF86118.1	XP_958260.2	XP_009848627.1
OG0000124	CEF71981.1, CEF77889.1, CEF88016.1, SCB64433.1, SCB65704.1	XP_011393253.1, XP_011393254.1, XP_011393255.1	XP_009854876.1
OG0000125	CEF73027.1	XP_011393219.1, XP_011393220.1, XP_011393221.1, XP_964838.1, XP_964839.3	XP_009855505.1, XP_009857385.1, XP_009857386.1
OG0000126	CEF73114.1, CEF74357.1, CEF74647.1, CEF75883.1, CEF78868.1, CEF84219.1, CEF87285.1	XP_958159.1	XP_009853093.1
OG0000127	CEF73562.1, CEF77989.1, CEF78855.1, CEF85945.1, CEF88006.1, SCB64465.1, SCB65872.1	XP_955781.2	XP_009854581.1
OG0000128	CEF73668.1	XP_956644.1, XP_959253.1, XP_962908.1, XP_964160.1	XP_009850489.1, XP_009853001.1, XP_009854698.1, XP_009855629.1
OG0000129	CEF73739.1, CEF74587.1, CEF74653.1, CEF78015.1, CEF79439.1, CEF83859.1, CEF83888.1, CEF84492.1, CEF88227.1		
OG0000130	CEF73936.1, CEF78316.1	XP_011394445.1	XP_009848516.1, XP_009848831.1, XP_009850161.1, XP_009852310.1, XP_009852536.1, XP_009854882.1
OG0000131	CEF74022.1, CEF77251.1, CEF79785.1, CEF83758.1, CEF84427.1, CEF86207.1, SCB65612.1	XP_011393423.1	XP_009854921.1
OG0000132	CEF74177.1, CEF76074.1, CEF79100.1, CEF79101.1, CEF82990.1, CEF86182.1, SCB65760.1	XP_956333.2	XP_009849683.1
OG0000133	CEF74345.1, CEF77633.1, CEF78580.1, CEF78978.1, CEF83268.1, CEF85575.1, SCB65825.1	XP_964368.2	XP_009855698.1
OG0000134	CEF74376.1, CEF77649.1, CEF77696.1, CEF77975.1, CEF79771.1, CEF87305.1, CEF88395.1	XP_958973.1	XP_009852917.1
OG0000135	CEF74417.1, CEF75011.1, CEF75890.1, CEF88083.1, SCB64005.1, SCB64644.1, SCB65583.1	XP_962889.2	XP_009850298.1
OG0000136	CEF74440.1, CEF74456.1, CEF74458.1, CEF74489.1, CEF75878.1, CEF75899.1, CEF75902.1, CEF84204.1, CEF88843.1		
OG0000137	CEF74523.1, CEF76012.1, CEF84338.1, CEF84880.1, CEF86709.1	XP_961932.2, XP_965033.1	XP_009850055.1, XP_009855085.1
OG0000138	CEF74667.1, CEF75329.1, CEF77681.1, CEF78567.1, CEF78807.1, CEF86969.1, CEF87884.1	XP_959569.1	XP_009853626.1
OG0000139	CEF75025.1, CEF76113.1, CEF76326.1, CEF79680.1, CEF84689.1, CEF85932.1, CEF88168.1	XP_962264.3	XP_009849198.1
OG0000140	CEF75477.1, CEF77661.1, CEF78147.1, CEF78208.1, CEF86889.1, CEF87985.1, CEF88205.1	XP_960686.2	XP_009847895.1
OG0000141	CEF75859.1, SCB64438.1, SCB65314.1, SCB65889.1	XP_001728534.2, XP_011393766.1, XP_011393767.1	XP_009849524.1, XP_009850926.1
OG0000142	CEF76371.1, CEF77876.1, CEF78072.1, CEF83409.1, CEF84871.1, CEF85453.1, CEF86337.1, CEF88691.1, SCB64404.1		
OG0000143	CEF76908.1, CEF78300.1, CEF85447.1, CEF85589.1, SCB64197.1, SCB64285.1, SCB65797.1	XP_963502.3	XP_009852379.1
OG0000144	CEF77880.1, CEF78584.1, CEF86318.1, CEF86456.1, CEF88585.1, SCB63986.1, SCB65830.1	XP_961763.3	XP_009848825.1
OG0000145	CEF78098.1	XP_011394913.1, XP_011394914.1, XP_011394915.1, XP_011394916.1, XP_011394939.1, XP_011394940.1	XP_009854106.1, XP_009854739.1
OG0000146	CEF78166.1, CEF78391.1, CEF79609.1, CEF83727.1, SCB65343.1, SCB65852.1	XP_011393088.1, XP_011393089.1	XP_009856336.1
OG0000147	CEF78302.1, CEF86829.1, CEF87257.1, CEF88862.1, SCB63991.1, SCB64344.1, SCB65292.1	XP_962356.3	XP_009848695.1
OG0000148	CEF83723.1	XP_011393349.1, XP_011395086.1, XP_960201.2, XP_962340.2	XP_009849235.1, XP_009854187.1, XP_009854215.1, XP_009855477.1
OG0000149	CEF88124.1	XP_001728387.1, XP_958005.1, XP_958726.1, XP_964643.1	XP_009848899.1, XP_009851618.1, XP_009853029.1, XP_009854950.1
OG0000150		XP_957077.1, XP_957083.1, XP_957092.1, XP_957096.3	XP_009853820.1, XP_009854729.1, XP_009854735.1, XP_009854736.1, XP_009854742.1
OG0000151		XP_958119.1, XP_959099.1, XP_962743.1, XP_962746.1	XP_009850334.1, XP_009850424.1, XP_009850428.1, XP_009850430.1, XP_009850431.1
OG0000152		XP_958456.1, XP_958457.1, XP_958459.1, XP_958460.1	XP_009847193.1, XP_009847501.1, XP_009847503.1, XP_009847504.1, XP_009847505.1
OG0000153	CEF76028.1, CEF77707.1, CEF83373.1, CEF85233.1, CEF85294.1, CEF87369.1	XP_957101.2	XP_009854723.1
OG0000154	CEF71954.1, CEF74296.1, CEF78564.1, CEF78769.1, CEF79681.1, CEF87201.1	XP_959616.1	XP_009853305.1
OG0000155	CEF72078.1, CEF74871.1, CEF76054.1, CEF76071.1, CEF76413.1, CEF88375.1, CEF88659.1		XP_009853783.1
OG0000156	CEF74026.1, CEF79772.1, CEF86875.1, CEF87463.1, CEF87922.1, CEF88538.1, SCB64911.1	XP_962207.2	
OG0000157	CEF71801.1, CEF76151.1, CEF83389.1, CEF85657.1, CEF87293.1, CEF87836.1, CEF88829.1, SCB65753.1		
OG0000158	CEF72758.1, CEF79780.1, CEF83927.1, CEF85006.1, CEF87040.1, CEF87579.1	XP_965576.1	XP_009856918.1
OG0000159	CEF78472.1, CEF78876.1, CEF87657.1	XP_955892.1, XP_959466.1	XP_009851630.1, XP_009853428.1, XP_009853440.1
OG0000160	CEF79817.1	XP_011395387.1, XP_959741.2, XP_961663.1	XP_009847117.1, XP_009847127.1, XP_009853648.1, XP_009853652.1
OG0000161	CEF71919.1, CEF73998.1, CEF75111.1, CEF76318.1, CEF79741.1, CEF84835.1	XP_958817.1	XP_009854590.1
OG0000162	CEF78944.1	XP_011394008.1, XP_011394942.1, XP_011394943.1, XP_963964.2	XP_009850640.1, XP_009851033.1, XP_009855717.1
OG0000163	CEF78439.1, CEF78844.1, CEF88364.1, SCB64637.1, SCB65237.1	XP_011394289.1, XP_011394290.1	XP_009849744.1
OG0000164	CEF73921.1, CEF73951.1, CEF78591.1, CEF78686.1, CEF83765.1, CEF87007.1	XP_956226.1	XP_009851493.1
OG0000165	CEF73964.1, CEF74399.1, CEF74702.1, CEF85709.1, CEF87676.1, SCB65307.1	XP_961942.2	XP_009849219.1
OG0000166	CEF77711.1, CEF79579.1, CEF86430.1, CEF87826.1, SCB64347.1, SCB65482.1	XP_961265.2	XP_009847250.1
OG0000167	CEF74405.1, CEF74694.1, CEF78435.1, CEF79285.1, CEF83101.1, SCB64474.1	XP_963482.3	XP_009852390.1
OG0000168	CEF74689.1, CEF75040.1, CEF75832.1, CEF77864.1, CEF78851.1, CEF84343.1	XP_962887.1	XP_009850498.1
OG0000169	CEF79179.1, CEF86585.1, CEF88267.1, SCB64647.1, SCB66000.1	XP_011393725.1, XP_011393726.1	XP_009850816.1
OG0000170	CEF76628.1, CEF77289.1, CEF77559.1, CEF78419.1, CEF86407.1, CEF88658.1	XP_965817.1	XP_009855537.1
OG0000171	CEF79493.1	XP_960263.1, XP_960264.1, XP_960265.1, XP_960266.1, XP_960267.1	XP_009853865.1, XP_009853953.1
OG0000172	CEF71904.1, CEF77965.1, CEF78027.1, CEF78143.1, CEF82891.1, CEF83890.1	XP_955910.1	XP_009849590.1
OG0000173	CEF71906.1, CEF71988.1, CEF72959.1, CEF77492.1, CEF78384.1, CEF78500.1, CEF85333.1, CEF86552.1		
OG0000174	CEF72132.1, CEF72133.1, CEF77508.1, CEF78938.1, CEF83767.1, SCB64015.1, SCB65687.1, SCB65737.1		
OG0000175	CEF72166.1, CEF73819.1, CEF86453.1	XP_011392802.1, XP_011392803.1, XP_011392804.1, XP_011392805.1	XP_009857214.1
OG0000176	CEF72815.1, CEF78012.1, CEF78529.1, CEF78647.1, CEF87175.1, SCB65740.1	XP_965183.2	XP_009854987.1
OG0000177	CEF73314.1, CEF79749.1, CEF83009.1, CEF86800.1, CEF87410.1, SCB65313.1	XP_956937.1	XP_009849518.1
OG0000178	CEF73732.1, CEF77668.1, CEF78456.1, CEF78496.1, CEF87357.1, SCB65460.1	XP_959806.2	XP_009853290.1
OG0000179	CEF73861.1, CEF76582.1, CEF77539.1, CEF82797.1, CEF84914.1, CEF85526.1, SCB64990.1, SCB65123.1		
OG0000180	CEF73892.1, CEF74212.1, CEF76052.1, CEF76251.1, CEF86416.1	XP_011392820.1, XP_011392821.1	XP_009855585.1
OG0000181	CEF73946.1, CEF74545.1, CEF74555.1, CEF74687.1, CEF78046.1, CEF84031.1	XP_960480.1	XP_009854299.1
OG0000182	CEF74579.1, CEF76263.1, CEF78185.1, CEF79822.1, CEF86693.1, SCB64203.1	XP_964179.1	XP_009856373.1
OG0000183	CEF74618.1, CEF77381.1, CEF78241.1, CEF78561.1, CEF87314.1	XP_011394793.1, XP_011394794.1	XP_009848569.1
OG0000184	CEF74841.1, CEF77612.1, CEF78141.1, CEF88345.1, SCB64636.1, SCB64844.1	XP_956668.3	XP_009850937.1
OG0000185	CEF75665.1, CEF78020.1, CEF83000.1, CEF86021.1, SCB64974.1	XP_011393797.1, XP_011393798.1	XP_009851021.1
OG0000186	CEF75833.1, CEF82940.1, CEF83460.1, CEF88077.1, CEF88294.1, SCB65775.1	XP_960324.1	XP_009853921.1
OG0000187	CEF75848.1, CEF76033.1, CEF79370.1, CEF79535.1, CEF85736.1, CEF86279.1	XP_962898.1	XP_009850480.1
OG0000188	CEF75849.1, CEF76171.1, CEF76172.1, CEF76173.1, CEF77493.1	XP_011392876.1, XP_011392877.1	XP_009855863.1
OG0000189	CEF76105.1, CEF76292.1, CEF76305.1, CEF79487.1, CEF82922.1, CEF84963.1	XP_959804.3	XP_009853292.1
OG0000190	CEF76198.1, CEF77519.1, CEF85214.1, SCB65801.1	XP_956068.2, XP_963599.1	XP_009851804.1, XP_009854751.1
OG0000191	CEF76287.1, CEF82829.1, CEF83412.1, CEF85140.1, CEF86550.1, SCB65780.1	XP_962410.2	XP_009849442.1
OG0000192	CEF76558.1, CEF78819.1, CEF85597.1, CEF85699.1, SCB64278.1, SCB65636.1	XP_957553.1	XP_009854520.1
OG0000193	CEF76992.1, CEF77226.1, CEF77613.1, CEF87825.1, SCB63990.1, SCB65060.1	XP_961163.3	XP_009847241.1
OG0000194	CEF77531.1, CEF88361.1, SCB65021.1, SCB65754.1, SCB65837.1	XP_011394964.1, XP_011394965.1	XP_009854257.1
OG0000195	CEF77713.1, CEF78447.1, CEF83809.1, CEF84908.1, CEF85905.1, CEF87057.1	XP_958718.1	XP_009848892.1
OG0000196	CEF77985.1, CEF79737.1, CEF87108.1, CEF88121.1, SCB64111.1	XP_011393807.1, XP_011393808.1	XP_009851062.1
OG0000197	CEF78272.1	XP_011392971.1, XP_011392972.1, XP_958500.2, XP_959217.2	XP_009848523.1, XP_009852870.1, XP_009856703.1
OG0000198	CEF79218.1, CEF82980.1, CEF85711.1, CEF86173.1, CEF86589.1, SCB65734.1	XP_957507.1	XP_009849609.1
OG0000199	CEF79697.1	XP_011393995.1, XP_957374.3, XP_964644.1	XP_009847410.1, XP_009850381.1, XP_009855372.1, XP_009857303.1
OG0000200	CEF83372.1, CEF84375.1, SCB64399.1, SCB64401.1, SCB65057.1, SCB65594.1	XP_960498.1	XP_009854286.1
OG0000201	CEF87693.1	XP_955889.2, XP_958850.3, XP_962500.2	XP_009847478.1, XP_009849824.1, XP_009851655.1, XP_009854844.1
OG0000202	SCB64460.1	XP_011395138.1, XP_011395139.1, XP_011395212.1, XP_011395213.1, XP_011395214.1	XP_009852836.1, XP_009853729.1
OG0000203	SCB64879.1	XP_011394276.1, XP_011394277.1, XP_011394843.1, XP_962065.2	XP_009847260.1, XP_009849126.1, XP_009850082.1
OG0000204		XP_960016.1, XP_960017.1, XP_960018.1, XP_964290.1	XP_009853192.1, XP_009853194.1, XP_009853195.1, XP_009855248.1
OG0000205		XP_955771.1, XP_955881.1, XP_960100.3	XP_009852579.1, XP_009852589.1, XP_009853718.1, XP_009855157.1
OG0000206	CEF74383.1, CEF76355.1, SCB64394.1, SCB65987.1	XP_011394928.1, XP_011395083.1	XP_009853781.1
OG0000207	CEF76408.1, CEF78720.1, CEF85591.1, CEF85803.1	XP_963582.1	XP_009851812.1, XP_009851828.1
OG0000208	CEF76192.1, CEF78404.1, CEF79708.1, CEF84324.1, SCB65732.1	XP_957983.1	XP_009851377.1
OG0000209	CEF78392.1, CEF87008.1, CEF88033.1, CEF88443.1, SCB64122.1	XP_958974.2	XP_009852918.1
OG0000210	SCB65562.1	XP_955977.1, XP_958069.2, XP_962392.2	XP_009849460.1, XP_009853126.1, XP_009853172.1
OG0000211	CEF71834.1, CEF76448.1, CEF85514.1, CEF86811.1, CEF88750.1	XP_960000.1	XP_009853210.1
OG0000212	CEF76019.1, CEF76993.1, CEF85695.1, CEF85988.1, SCB65882.1	XP_963341.3	XP_009852419.1
OG0000213	CEF75721.1, CEF84320.1, CEF88737.1	XP_958188.1, XP_960204.1	XP_009847398.1, XP_009853841.1
OG0000214	CEF72088.1, CEF79532.1, CEF79776.1, CEF87848.1	XP_011395058.1, XP_011395059.1	XP_009853811.1
OG0000215	CEF76183.1, CEF78536.1, CEF79368.1, CEF84215.1, CEF84412.1, SCB65055.1, SCB65776.1		
OG0000216	CEF71989.1, CEF74407.1, CEF79156.1, CEF88834.1, SCB64398.1	XP_957264.2	XP_009850295.1
OG0000217	CEF76613.1, CEF83548.1, SCB64403.1, SCB64873.1, SCB64987.1	XP_964673.2	XP_009855343.1
OG0000218	CEF74644.1, CEF76581.1, CEF79458.1, CEF79627.1, CEF85338.1, CEF87804.1, SCB65862.1		
OG0000219	CEF86477.1, CEF88410.1, SCB64795.1	XP_001728062.2, XP_001728071.2	XP_009851864.1, XP_009852784.1
OG0000220	CEF77580.1, CEF78299.1, CEF85810.1, CEF86197.1	XP_011393966.1, XP_011393967.1	XP_009851492.1
OG0000221	CEF76027.1, CEF76275.1, CEF76277.1, CEF77271.1, SCB65717.1	XP_958529.1	XP_009848598.1
OG0000222	CEF72508.1, CEF76466.1, CEF76933.1, CEF78271.1, CEF78900.1, CEF79779.1, CEF83292.1		
OG0000223	CEF71918.1, CEF76945.1, CEF79705.1, CEF87241.1, SCB65731.1	XP_958451.2	XP_009852842.1
OG0000224	CEF74364.1, CEF75706.1, CEF76434.1, CEF78184.1, SCB65045.1	XP_962854.3	XP_009848942.1
OG0000225	CEF71911.1, CEF75007.1, CEF76459.1, CEF86614.1, CEF87355.1	XP_963189.1	XP_009852402.1
OG0000226	CEF71996.1, CEF73675.1, CEF78244.1, CEF78894.1, CEF86814.1	XP_955979.2	XP_009853170.1
OG0000227	CEF77793.1, CEF83678.1, CEF84185.1, CEF85483.1, CEF85794.1	XP_963277.2	XP_009851790.1
OG0000228	CEF77574.1, CEF79709.1, SCB65089.1	XP_011393754.1, XP_011393755.1	XP_009850910.1, XP_009857291.1
OG0000229	CEF75944.1, CEF76031.1, CEF87234.1, SCB65038.1	XP_965375.3	XP_009857004.1, XP_009857292.1
OG0000230	CEF83816.1, CEF84589.1, CEF87210.1, SCB65846.1, SCB65847.1	XP_964142.1	XP_009855512.1
OG0000231	CEF77246.1, CEF78509.1, CEF85503.1, SCB64827.1, SCB65739.1	XP_964719.2	XP_009857121.1
OG0000232	CEF71884.1, CEF78408.1, CEF78661.1, CEF79223.1	XP_011393714.1, XP_011393715.1	XP_009851737.1
OG0000233	CEF73618.1, CEF76168.1, CEF76700.1, CEF78494.1, CEF88120.1	XP_956467.2	XP_009852465.1
OG0000234	CEF73905.1, CEF74651.1, CEF76114.1, CEF86258.1, CEF86421.1	XP_001728069.2	XP_009853619.1
OG0000235	CEF83812.1, CEF85242.1, CEF87849.1, CEF87901.1	XP_011394046.1, XP_011394047.1	XP_009850996.1
OG0000236	CEF87325.1	XP_959127.1, XP_963215.1, XP_964544.2	XP_009848822.1, XP_009851675.1, XP_009855570.1
OG0000237	CEF79486.1, CEF88614.1, SCB65342.1	XP_959118.2, XP_959847.1	XP_009848720.1, XP_009853732.1
OG0000238	CEF72836.1, CEF75724.1, CEF85892.1, CEF86805.1, CEF87840.1	XP_956509.3	XP_009851573.1
OG0000239	CEF73190.1, CEF74902.1, CEF75605.1, CEF83196.1, CEF84793.1	XP_963090.2	XP_009850746.1
OG0000240	CEF77955.1, CEF79544.1, CEF85578.1, SCB64413.1, SCB65278.1	XP_960371.2	XP_009854052.1
OG0000241	CEF74311.1	XP_958697.1, XP_963407.1, XP_963408.2	XP_009847037.1, XP_009851564.1, XP_009851755.1
OG0000242	CEF74603.1, CEF83474.1	XP_011394319.1, XP_011394320.1, XP_962939.1	XP_009848875.1, XP_009850508.1
OG0000243	CEF74787.1, CEF76666.1, CEF87652.1, CEF88786.1	XP_011393801.1, XP_011393802.1	XP_009851040.1
OG0000244	CEF76802.1, CEF78289.1, CEF78636.1, CEF79044.1, CEF79560.1	XP_958633.1	XP_009854617.1
OG0000245	CEF84279.1, CEF86661.1, CEF87812.1, SCB64660.1, SCB64675.1	XP_963943.3	XP_009857272.1
OG0000246	CEF77801.1, CEF78891.1, CEF87163.1, CEF88004.1, SCB64939.1	XP_011393604.1	XP_009851783.1
OG0000247	CEF71862.1, CEF74868.1, CEF76290.1, CEF86555.1, CEF88194.1	XP_960978.2	XP_009848668.1
OG0000248	CEF71893.1, CEF74266.1, CEF77665.1, CEF86010.1, SCB65513.1	XP_960111.2	XP_009854196.1
OG0000249	CEF71914.1, CEF73341.1, CEF76334.1, CEF85714.1, SCB65390.1	XP_964639.1	XP_009855119.1
OG0000250	CEF72052.1, CEF76078.1, CEF84700.1	XP_956371.2, XP_960317.2	XP_009850848.1, XP_009853930.1
OG0000251	CEF72189.1, CEF74580.1, CEF83714.1, CEF83836.1, CEF84776.1	XP_964101.2	XP_009855276.1
OG0000252	CEF72461.1	XP_011393147.1, XP_011393148.1, XP_011393149.1, XP_963911.2	XP_009855110.1, XP_009856138.1
OG0000253	CEF72465.1, CEF78146.1, CEF83562.1, CEF84672.1, CEF86022.1	XP_964649.1	XP_009855367.1
OG0000254	CEF72681.1	XP_011392852.1, XP_011392853.1, XP_011392854.1, XP_964951.2	XP_009855665.1, XP_009855783.1
OG0000255	CEF72699.1, CEF78049.1, CEF79670.1, SCB65321.1, SCB65785.1	XP_963819.3	XP_009855773.1
OG0000256	CEF72762.1, CEF74450.1, CEF74563.1, CEF78782.1, SCB65755.1	XP_965570.1	XP_009856912.1
OG0000257	CEF73223.1, CEF75536.1, CEF78441.1, CEF79655.1, SCB65924.1	XP_960692.1	XP_009847890.1
OG0000258	CEF73224.1	XP_011394344.1, XP_957513.2, XP_957514.2	XP_009848852.1, XP_009849602.1, XP_009849603.1
OG0000259	CEF73753.1, CEF74718.1, CEF75811.1, CEF77917.1	XP_011395302.1, XP_011395303.1	XP_009852799.1
OG0000260	CEF73856.1, CEF76808.1, CEF77572.1, CEF78226.1, SCB64801.1	XP_956324.3	XP_009849693.1
OG0000261	CEF73899.1, CEF73900.1, CEF74218.1, CEF75813.1, CEF86443.1	XP_958158.2	XP_009853095.1
OG0000262	CEF73922.1, CEF73972.1, CEF75443.1, CEF78310.1, CEF79626.1	XP_960695.2	XP_009847887.1
OG0000263	CEF74017.1	XP_956723.3, XP_957286.2, XP_959140.3	XP_009851170.1, XP_009852541.1, XP_009856010.1
OG0000264	CEF74307.1, CEF76419.1, CEF77500.1, CEF78768.1, SCB64643.1	XP_964190.2	XP_009856316.1
OG0000265	CEF74519.1, CEF78444.1, CEF78445.1, CEF83229.1, CEF88608.1	XP_964636.1	XP_009855122.1
OG0000266	CEF74706.1, CEF77893.1, CEF79527.1, CEF84128.1, SCB65832.1	XP_958360.3	XP_009851730.1
OG0000267	CEF74723.1, CEF83107.1, CEF84091.1, CEF86023.1, CEF88009.1	XP_956755.2	XP_009847266.1
OG0000268	CEF75067.1, CEF87480.1, CEF88327.1	XP_960326.1, XP_962289.2	XP_009849324.1, XP_009853919.1
OG0000269	CEF75108.1, CEF75858.1, CEF83322.1, CEF83454.1, CEF85678.1	XP_955847.1	XP_009847767.1
OG0000270	CEF75463.1, CEF77640.1, CEF78194.1, CEF88566.1, SCB64553.1	XP_961344.1	XP_009847369.1
OG0000271	CEF75735.1, CEF76140.1, CEF76541.1, CEF78189.1, SCB65861.1	XP_965497.2	XP_009856862.1
OG0000272	CEF76214.1, CEF76322.1, CEF87174.1	XP_011395124.1, XP_011395125.1, XP_011395126.1	XP_009853496.1
OG0000273	CEF76373.1, CEF78525.1, CEF85645.1, CEF88521.1, SCB65302.1	XP_964375.1	XP_009855706.1
OG0000274	CEF76576.1	XP_958149.3, XP_960357.2, XP_960519.1	XP_009851304.1, XP_009853832.1, XP_009854039.1
OG0000275	CEF76887.1, CEF77646.1, CEF78691.1, CEF84385.1, CEF84516.1, CEF87076.1, SCB65961.1		
OG0000276	CEF77768.1, CEF87181.1, SCB64410.1	XP_011393833.1, XP_011393834.1, XP_011393835.1	XP_009851173.1
OG0000277	CEF77950.1, CEF78702.1, CEF79133.1, CEF79443.1, CEF85083.1	XP_965559.3	XP_009855488.1
OG0000278	CEF78402.1, CEF78614.1, CEF87931.1	XP_011395259.1, XP_011395260.1, XP_011395261.1	XP_009853005.1
OG0000279	CEF78588.1, CEF79686.1, CEF86482.1, CEF87554.1	XP_011394453.1, XP_011394454.1	XP_009848212.1
OG0000280	CEF79531.1, CEF85023.1, CEF85030.1	XP_960081.1, XP_965534.3	XP_009853700.1, XP_009856896.1
OG0000281	CEF79835.1, CEF88866.1	XP_956366.1, XP_958261.1	XP_009848628.1, XP_009852570.1, XP_009857305.1
OG0000282	CEF83617.1, CEF83661.1, CEF85753.1	XP_960131.1, XP_963424.3	XP_009851883.1, XP_009854002.1
OG0000283	CEF83977.1, CEF84524.1, CEF85929.1	XP_011395289.1, XP_011395290.1, XP_011395291.1	XP_009852846.1
OG0000284	CEF85119.1	XP_011394197.1, XP_011394198.1, XP_956643.1, XP_962615.1	XP_009849192.1, XP_009854699.1
OG0000285	CEF87560.1	XP_011394371.1, XP_011394372.1, XP_957447.1	XP_009847451.1, XP_009847468.1, XP_009849149.1
OG0000286	SCB64752.1	XP_001728265.1, XP_011395375.1, XP_962723.2	XP_009848997.1, XP_009850555.1, XP_009853452.1
OG0000287	SCB65196.1	XP_011394577.1, XP_011394578.1, XP_011394579.1, XP_011394580.1, XP_011394581.1	XP_009847174.1
OG0000288	SCB65757.1	XP_959258.1, XP_959259.2, XP_962331.1	XP_009849227.1, XP_009853006.1, XP_009853007.1
OG0000289	SCB65893.1	XP_011394339.1, XP_011394340.1, XP_011394341.1, XP_011394342.1, XP_011394343.1	XP_009849091.1
OG0000290		XP_011393029.1, XP_011393030.1, XP_011393031.1, XP_011393032.1, XP_011393033.1	XP_009857260.1, XP_009857289.1
OG0000291		XP_011393656.1, XP_011394855.1, XP_955824.1, XP_958472.1, XP_958473.1	XP_009847145.1, XP_009847491.1
OG0000292		XP_011394024.1, XP_957312.2, XP_957313.1	XP_009850254.1, XP_009850255.1, XP_009850288.1, XP_009850585.1
OG0000293		XP_959364.1, XP_959366.1, XP_959367.3	XP_009848836.1, XP_009849025.1, XP_009849035.1, XP_009849038.1
OG0000294	CEF76121.1	XP_011395076.1, XP_963598.2, XP_963647.3	XP_009851807.1, XP_009852293.1
OG0000295	CEF74560.1, CEF78168.1	XP_958565.2, XP_965049.2	XP_009852820.1, XP_009855067.1
OG0000296	CEF71979.1	XP_963393.3, XP_964635.3	XP_009852697.1, XP_009854932.1, XP_009855123.1
OG0000297	CEF86072.1, CEF86233.1, CEF86780.1, CEF88707.1	XP_963279.2	XP_009851788.1
OG0000298	CEF72046.1, CEF77778.1, CEF78213.1, CEF85814.1	XP_001728518.2	XP_009850128.1
OG0000299	CEF75909.1, CEF76266.1, CEF83351.1, CEF86853.1	XP_960547.2	XP_009854239.1
OG0000300	CEF87324.1	XP_011395292.1, XP_011395293.1, XP_959252.1	XP_009853000.1, XP_009853119.1
OG0000301	CEF72041.1, CEF73983.1, CEF79778.1, CEF85163.1	XP_011392954.1, XP_011392955.1	
OG0000302	CEF82934.1	XP_956367.1, XP_963915.3	XP_009852569.1, XP_009854961.1, XP_009857288.1
OG0000303	CEF71939.1, CEF74216.1, CEF75854.1, CEF78893.1	XP_961178.3	XP_009848255.1
OG0000304	CEF77709.1, CEF78688.1, CEF82858.1, CEF85287.1	XP_958596.1	XP_009852890.1
OG0000305	CEF76067.1, CEF76104.1, CEF85939.1, CEF87428.1	XP_962528.1	XP_009849379.1
OG0000306	CEF78895.1, CEF79142.1, CEF85768.1, SCB64389.1	XP_962197.2	XP_009850174.1
OG0000307	CEF78214.1, CEF79682.1, CEF86595.1, CEF86705.1	XP_955811.3	XP_009852605.1
OG0000308	CEF79799.1, CEF87611.1, CEF88539.1, SCB64012.1	XP_001728451.2	XP_009853869.1
OG0000309	CEF77764.1, CEF79549.1, CEF82859.1, CEF86694.1	XP_956057.1	XP_009854762.1
OG0000310	CEF72644.1, CEF79449.1	XP_963760.2, XP_965261.2	XP_009856046.1, XP_009856439.1
OG0000311	CEF78660.1, CEF83732.1, CEF84780.1, CEF88876.1, SCB65815.1	XP_011394443.1	
OG0000312	CEF73979.1, CEF78127.1	XP_958169.1, XP_965600.1	XP_009848877.1, XP_009856946.1
OG0000313	CEF75886.1, CEF84106.1, CEF87887.1	XP_011395279.1, XP_011395280.1	XP_009853076.1
OG0000314	CEF72537.1, CEF76759.1, CEF78058.1, CEF83233.1, CEF87306.1, CEF88020.1		
OG0000315	CEF79644.1	XP_011394334.1, XP_011394335.1, XP_961868.1	XP_009848881.1, XP_009850201.1
OG0000316	CEF71948.1, CEF78941.1, CEF87728.1, SCB64656.1	XP_963580.1	XP_009851831.1
OG0000317	CEF76483.1, CEF76580.1, CEF77752.1, CEF87088.1	XP_959386.1	XP_009849058.1
OG0000318	CEF78099.1, CEF79558.1, SCB64010.1, SCB65511.1	XP_958380.3	XP_009847507.1
OG0000319	CEF77290.1, CEF78171.1, CEF78340.1, CEF86714.1	XP_001728567.1	XP_009855238.1
OG0000320	CEF76191.1, CEF78220.1, CEF87110.1, CEF87527.1	XP_958101.1	XP_009852901.1
OG0000321	CEF78135.1, CEF79808.1, CEF87029.1	XP_011393251.1, XP_011393252.1	XP_009856008.1
OG0000322	CEF78423.1, SCB64642.1	XP_961706.1, XP_963611.3	XP_009847330.1, XP_009851794.1
