fg,nc,nt
FGRAMPH1_01T14311,NCU04507,NEUTE1DRAFT_79233
FGRAMPH1_01T14313,NCU07942,NEUTE1DRAFT_78239
FGRAMPH1_01T14317,NCU09362,NEUTE1DRAFT_133408
FGRAMPH1_01T14327,NCU07965,NEUTE1DRAFT_120718
FGRAMPH1_01T14331,NCU04498,NEUTE1DRAFT_60571
FGRAMPH1_01T14339,NCU04986,NEUTE1DRAFT_144920
FGRAMPH1_01T14343,NCU07972,NEUTE1DRAFT_116253
FGRAMPH1_01T14345,NCU10853,NEUTE1DRAFT_59486
FGRAMPH1_01T14387,NCU16833,NEUTE1DRAFT_121346
FGRAMPH1_01T14395,NCU08682,NEUTE1DRAFT_128922
FGRAMPH1_01T14397,NCU08681,NEUTE1DRAFT_116565
FGRAMPH1_01T14399,NCU08677,NEUTE1DRAFT_116568
FGRAMPH1_01T14415,NCU09363,NEUTE1DRAFT_50971
FGRAMPH1_01T14449,NCU08687,NEUTE1DRAFT_61114
FGRAMPH1_01T14469,NCU16648,NEUTE1DRAFT_137493
FGRAMPH1_01T14475,NCU09509,NEUTE1DRAFT_145917
FGRAMPH1_01T14479,NCU09510,NEUTE1DRAFT_80698
FGRAMPH1_01T14483,NCU00454,NEUTE1DRAFT_82429
FGRAMPH1_01T14489,NCU16846,NEUTE1DRAFT_109121
FGRAMPH1_01T14491,NCU00455,NEUTE1DRAFT_63748
FGRAMPH1_01T14499,NCU00440,NEUTE1DRAFT_117080
FGRAMPH1_01T14503,NCU00442,NEUTE1DRAFT_63723
FGRAMPH1_01T14515,NCU00432,NEUTE1DRAFT_117076
FGRAMPH1_01T14521,NCU00436,NEUTE1DRAFT_82395
FGRAMPH1_01T14525,NCU00431,NEUTE1DRAFT_117075
FGRAMPH1_01T14529,NCU00461,NEUTE1DRAFT_63763
FGRAMPH1_01T14539,NCU07843,NEUTE1DRAFT_121832
FGRAMPH1_01T14545,NCU07850,NEUTE1DRAFT_116796
FGRAMPH1_01T14549,NCU07852,NEUTE1DRAFT_62260
FGRAMPH1_01T14551,NCU07853,NEUTE1DRAFT_62263
FGRAMPH1_01T14553,NCU07854,NEUTE1DRAFT_129366
FGRAMPH1_01T14555,NCU07849,NEUTE1DRAFT_80933
FGRAMPH1_01T14573,NCU07846,NEUTE1DRAFT_129360
FGRAMPH1_01T14575,NCU07844,NEUTE1DRAFT_80927
FGRAMPH1_01T14579,NCU00464,NEUTE1DRAFT_94996
FGRAMPH1_01T14581,NCU07841,NEUTE1DRAFT_137232
FGRAMPH1_01T14583,NCU00468,NEUTE1DRAFT_63778
FGRAMPH1_01T14587,NCU00470,NEUTE1DRAFT_63784
FGRAMPH1_01T14605,NCU07856,NEUTE1DRAFT_137245
FGRAMPH1_01T14607,NCU07857,NEUTE1DRAFT_94702
FGRAMPH1_01T14609,NCU07858,NEUTE1DRAFT_62277
FGRAMPH1_01T14617,NCU07816,NEUTE1DRAFT_80870
FGRAMPH1_01T14621,NCU06261,NEUTE1DRAFT_146224
FGRAMPH1_01T14623,NCU06262,NEUTE1DRAFT_81447
FGRAMPH1_01T14635,NCU04193,NEUTE1DRAFT_56659
FGRAMPH1_01T14641,NCU07654,NEUTE1DRAFT_128250
FGRAMPH1_01T14643,NCU07655,NEUTE1DRAFT_144850
FGRAMPH1_01T14645,NCU07656,NEUTE1DRAFT_78003
FGRAMPH1_01T14647,NCU07657,NEUTE1DRAFT_78008
FGRAMPH1_01T14651,NCU08787,NEUTE1DRAFT_82900
FGRAMPH1_01T14665,NCU00811,NEUTE1DRAFT_118612
FGRAMPH1_01T14669,NCU16725,NEUTE1DRAFT_144837
FGRAMPH1_01T14683,NCU09658,NEUTE1DRAFT_77909
FGRAMPH1_01T14685,NCU09657,NEUTE1DRAFT_77912
FGRAMPH1_01T14687,NCU08660,NEUTE1DRAFT_79845
FGRAMPH1_01T14689,NCU11282,NEUTE1DRAFT_61165
FGRAMPH1_01T14691,NCU08661,NEUTE1DRAFT_116572
FGRAMPH1_01T14695,NCU08666,NEUTE1DRAFT_79833
FGRAMPH1_01T14699,NCU08658,NEUTE1DRAFT_39574
FGRAMPH1_01T14701,NCU11283,NEUTE1DRAFT_121367
FGRAMPH1_01T14711,NCU11362,NEUTE1DRAFT_144835
FGRAMPH1_01T14713,NCU06515,NEUTE1DRAFT_120780
FGRAMPH1_01T14729,NCU08076,NEUTE1DRAFT_149180
FGRAMPH1_01T14735,NCU09596,NEUTE1DRAFT_84909
FGRAMPH1_01T14743,NCU07604,NEUTE1DRAFT_144834
FGRAMPH1_01T14765,NCU07588,NEUTE1DRAFT_77935
FGRAMPH1_01T14771,NCU07585,NEUTE1DRAFT_77927
FGRAMPH1_01T14803,NCU04872,NEUTE1DRAFT_59351
FGRAMPH1_01T14811,NCU09643,NEUTE1DRAFT_128204
FGRAMPH1_01T14813,NCU09644,NEUTE1DRAFT_77878
FGRAMPH1_01T14855,NCU07998,NEUTE1DRAFT_128869
FGRAMPH1_01T14857,NCU05210,NEUTE1DRAFT_80563
FGRAMPH1_01T14859,NCU05195,NEUTE1DRAFT_129215
FGRAMPH1_01T14865,NCU05253,NEUTE1DRAFT_145819
FGRAMPH1_01T14871,NCU04363,NEUTE1DRAFT_79539
FGRAMPH1_01T14873,NCU04362,NEUTE1DRAFT_128830
FGRAMPH1_01T14875,NCU05213,NEUTE1DRAFT_121665
FGRAMPH1_01T14891,NCU08028,NEUTE1DRAFT_145523
FGRAMPH1_01T14897,NCU08031,NEUTE1DRAFT_99701
FGRAMPH1_01T14901,NCU08033,NEUTE1DRAFT_121325
FGRAMPH1_01T14911,NCU08688,NEUTE1DRAFT_121342
FGRAMPH1_01T14913,NCU08022,NEUTE1DRAFT_109031
FGRAMPH1_01T14917,NCU08037,NEUTE1DRAFT_145531
FGRAMPH1_01T14919,NCU08036,NEUTE1DRAFT_145530
FGRAMPH1_01T14921,NCU08035,NEUTE1DRAFT_145529
FGRAMPH1_01T14927,NCU01640,NEUTE1DRAFT_147110
FGRAMPH1_01T14935,NCU01637,NEUTE1DRAFT_130396
FGRAMPH1_01T14959,NCU05435,NEUTE1DRAFT_84303
FGRAMPH1_01T14965,NCU05426,NEUTE1DRAFT_84315
FGRAMPH1_01T14973,NCU05423,NEUTE1DRAFT_84322
FGRAMPH1_01T14975,NCU05425,NEUTE1DRAFT_84319
FGRAMPH1_01T14983,NCU05430,NEUTE1DRAFT_65628
FGRAMPH1_01T14985,NCU05429,NEUTE1DRAFT_84310
FGRAMPH1_01T14987,NCU05427,NEUTE1DRAFT_84312
FGRAMPH1_01T14989,NCU05457,NEUTE1DRAFT_117482
FGRAMPH1_01T14995,NCU05458,NEUTE1DRAFT_84286
FGRAMPH1_01T14997,NCU05433,NEUTE1DRAFT_130633
FGRAMPH1_01T14999,NCU05453,NEUTE1DRAFT_130629
FGRAMPH1_01T15001,NCU05452,NEUTE1DRAFT_147357
FGRAMPH1_01T15005,NCU06857,NEUTE1DRAFT_147346
FGRAMPH1_01T15007,NCU01527,NEUTE1DRAFT_130335
FGRAMPH1_01T15013,NCU01524,NEUTE1DRAFT_147038
FGRAMPH1_01T15019,NCU01535,NEUTE1DRAFT_122905
FGRAMPH1_01T15023,NCU01534,NEUTE1DRAFT_130338
FGRAMPH1_01T15031,NCU15834,NEUTE1DRAFT_147046
FGRAMPH1_01T15043,NCU01540,NEUTE1DRAFT_64832
FGRAMPH1_01T15047,NCU01541,NEUTE1DRAFT_64833
FGRAMPH1_01T15049,NCU01542,NEUTE1DRAFT_122911
FGRAMPH1_01T15051,NCU01543,NEUTE1DRAFT_64837
FGRAMPH1_01T15071,NCU09342,NEUTE1DRAFT_138314
FGRAMPH1_01T15077,NCU09352,NEUTE1DRAFT_83087
FGRAMPH1_01T15083,NCU01569,NEUTE1DRAFT_122933
FGRAMPH1_01T15087,NCU01555,NEUTE1DRAFT_117300
FGRAMPH1_01T15089,NCU01559,NEUTE1DRAFT_122926
FGRAMPH1_01T15101,NCU01565,NEUTE1DRAFT_83561
FGRAMPH1_01T15103,NCU01570,NEUTE1DRAFT_83569
FGRAMPH1_01T15105,NCU03567,NEUTE1DRAFT_84875
FGRAMPH1_01T15107,NCU01493,NEUTE1DRAFT_101587
FGRAMPH1_01T15109,NCU01486,NEUTE1DRAFT_122867
FGRAMPH1_01T15111,NCU01487,NEUTE1DRAFT_117268
FGRAMPH1_01T15113,NCU01489,NEUTE1DRAFT_95174
FGRAMPH1_01T15115,NCU01490,NEUTE1DRAFT_83429
FGRAMPH1_01T15119,NCU08468,NEUTE1DRAFT_44579
FGRAMPH1_01T15143,NCU01510,NEUTE1DRAFT_122884
FGRAMPH1_01T15155,NCU01798,NEUTE1DRAFT_130498
FGRAMPH1_01T15163,NCU08706,NEUTE1DRAFT_83275
FGRAMPH1_01T15165,NCU01696,NEUTE1DRAFT_147145
FGRAMPH1_01T15167,NCU01697,NEUTE1DRAFT_83762
FGRAMPH1_01T15169,NCU01698,NEUTE1DRAFT_95261
FGRAMPH1_01T15173,NCU01700,NEUTE1DRAFT_44224
FGRAMPH1_01T15179,NCU10036,NEUTE1DRAFT_130300
FGRAMPH1_01T15181,NCU10035,NEUTE1DRAFT_130301
FGRAMPH1_01T15183,NCU10034,NEUTE1DRAFT_83404
FGRAMPH1_01T15185,NCU16572,NEUTE1DRAFT_83406
FGRAMPH1_01T15195,NCU01485,NEUTE1DRAFT_101579
FGRAMPH1_01T15205,NCU01503,NEUTE1DRAFT_130319
FGRAMPH1_01T15207,NCU01502,NEUTE1DRAFT_83449
FGRAMPH1_01T15209,NCU01501,NEUTE1DRAFT_147020
FGRAMPH1_01T15215,NCU01500,NEUTE1DRAFT_110851
FGRAMPH1_01T15257,NCU08421,NEUTE1DRAFT_122754
FGRAMPH1_01T15259,NCU08420,NEUTE1DRAFT_122755
FGRAMPH1_01T15267,NCU08709,NEUTE1DRAFT_83267
FGRAMPH1_01T15269,NCU07907,NEUTE1DRAFT_78313
FGRAMPH1_01T15281,NCU03646,NEUTE1DRAFT_116059
FGRAMPH1_01T15323,NCU08700,NEUTE1DRAFT_64611
FGRAMPH1_01T15325,NCU08445,NEUTE1DRAFT_83111
FGRAMPH1_01T15329,NCU09561,NEUTE1DRAFT_88621
FGRAMPH1_01T15335,NCU09559,NEUTE1DRAFT_131038
FGRAMPH1_01T15359,NCU09400,NEUTE1DRAFT_66736
FGRAMPH1_01T15373,NCU11348,NEUTE1DRAFT_115615
FGRAMPH1_01T15381,NCU07166,NEUTE1DRAFT_74801
FGRAMPH1_01T15387,NCU07188,NEUTE1DRAFT_74839
FGRAMPH1_01T15389,NCU07187,NEUTE1DRAFT_106733
FGRAMPH1_01T15393,NCU07182,NEUTE1DRAFT_115606
FGRAMPH1_01T15397,NCU07178,NEUTE1DRAFT_93488
FGRAMPH1_01T15409,NCU07174,NEUTE1DRAFT_56138
FGRAMPH1_01T15417,NCU07170,NEUTE1DRAFT_119348
FGRAMPH1_01T15535,NCU04085,NEUTE1DRAFT_87700
FGRAMPH1_01T15559,NCU06747,NEUTE1DRAFT_123145
FGRAMPH1_01T15583,NCU00802,NEUTE1DRAFT_149652
FGRAMPH1_01T15595,NCU04130,NEUTE1DRAFT_143849
FGRAMPH1_01T15621,NCU04290,NEUTE1DRAFT_143730
FGRAMPH1_01T15623,NCU06721,NEUTE1DRAFT_75781
FGRAMPH1_01T15659,NCU00606,NEUTE1DRAFT_93015
FGRAMPH1_01T15691,NCU02125,NEUTE1DRAFT_54069
FGRAMPH1_01T15745,NCU09883,NEUTE1DRAFT_132947
FGRAMPH1_01T15751,NCU08157,NEUTE1DRAFT_131478
FGRAMPH1_01T15891,NCU09138,NEUTE1DRAFT_72054
FGRAMPH1_01T15933,NCU05887,NEUTE1DRAFT_124286
FGRAMPH1_01T16193,NCU08907,NEUTE1DRAFT_116147
FGRAMPH1_01T16231,NCU16303,NEUTE1DRAFT_55374
FGRAMPH1_01T16257,NCU05893,NEUTE1DRAFT_68125
FGRAMPH1_01T16337,NCU05016,NEUTE1DRAFT_125019
FGRAMPH1_01T16349,NCU16793,NEUTE1DRAFT_145241
FGRAMPH1_01T16417,NCU07623,NEUTE1DRAFT_120636
FGRAMPH1_01T16559,NCU02938,NEUTE1DRAFT_92554
FGRAMPH1_01T16561,NCU02937,NEUTE1DRAFT_126677
FGRAMPH1_01T16563,NCU02935,NEUTE1DRAFT_53958
FGRAMPH1_01T16567,NCU02934,NEUTE1DRAFT_92544
FGRAMPH1_01T16569,NCU06145,NEUTE1DRAFT_147899
FGRAMPH1_01T16607,NCU02100,NEUTE1DRAFT_104676
FGRAMPH1_01T16609,NCU02082,NEUTE1DRAFT_89273
FGRAMPH1_01T16613,NCU02073,NEUTE1DRAFT_104714
FGRAMPH1_01T16615,NCU02079,NEUTE1DRAFT_125336
FGRAMPH1_01T16617,NCU02074,NEUTE1DRAFT_132553
FGRAMPH1_01T16631,NCU07477,NEUTE1DRAFT_125157
FGRAMPH1_01T16657,NCU03135,NEUTE1DRAFT_72560
FGRAMPH1_01T16659,NCU03133,NEUTE1DRAFT_150178
FGRAMPH1_01T16661,NCU03132,NEUTE1DRAFT_126149
FGRAMPH1_01T16671,NCU02585,NEUTE1DRAFT_92035
FGRAMPH1_01T16695,NCU04428,NEUTE1DRAFT_121192
FGRAMPH1_01T16697,NCU04429,NEUTE1DRAFT_128777
FGRAMPH1_01T16699,NCU04427,NEUTE1DRAFT_60714
FGRAMPH1_01T16705,NCU06534,NEUTE1DRAFT_78382
FGRAMPH1_01T16707,NCU06536,NEUTE1DRAFT_145006
FGRAMPH1_01T16709,NCU11323,NEUTE1DRAFT_116289
FGRAMPH1_01T16711,NCU11322,NEUTE1DRAFT_120790
FGRAMPH1_01T16791,NCU11321,NEUTE1DRAFT_120789
FGRAMPH1_01T16793,NCU06530,NEUTE1DRAFT_145000
FGRAMPH1_01T16797,NCU06969,NEUTE1DRAFT_61384
FGRAMPH1_01T16799,NCU06968,NEUTE1DRAFT_116621
FGRAMPH1_01T16809,NCU07321,NEUTE1DRAFT_116586
FGRAMPH1_01T16835,NCU06316,NEUTE1DRAFT_121086
FGRAMPH1_01T16867,NCU06312,NEUTE1DRAFT_79148
FGRAMPH1_01T16871,NCU06332,NEUTE1DRAFT_60430
FGRAMPH1_01T16873,NCU06331,NEUTE1DRAFT_60434
FGRAMPH1_01T16885,NCU06310,NEUTE1DRAFT_121091
FGRAMPH1_01T16887,NCU06309,NEUTE1DRAFT_128683
FGRAMPH1_01T16889,NCU06308,NEUTE1DRAFT_121093
FGRAMPH1_01T16903,NCU00742,NEUTE1DRAFT_89817
FGRAMPH1_01T16911,NCU00734,NEUTE1DRAFT_125549
FGRAMPH1_01T16913,NCU00735,NEUTE1DRAFT_89802
FGRAMPH1_01T16915,NCU00736,NEUTE1DRAFT_149607
FGRAMPH1_01T16919,NCU00738,NEUTE1DRAFT_125552
FGRAMPH1_01T16933,NCU06550,NEUTE1DRAFT_116296
FGRAMPH1_01T16935,NCU06549,NEUTE1DRAFT_128413
FGRAMPH1_01T16959,NCU07088,NEUTE1DRAFT_86919
FGRAMPH1_01T16967,NCU08968,NEUTE1DRAFT_56261
FGRAMPH1_01T16975,NCU02226,NEUTE1DRAFT_67681
FGRAMPH1_01T16977,NCU02225,NEUTE1DRAFT_131420
FGRAMPH1_01T16985,NCU00805,NEUTE1DRAFT_118610
FGRAMPH1_01T17007,NCU08045,NEUTE1DRAFT_145535
FGRAMPH1_01T17021,NCU05202,NEUTE1DRAFT_80580
FGRAMPH1_01T17025,NCU04337,NEUTE1DRAFT_116524
FGRAMPH1_01T17043,NCU07009,NEUTE1DRAFT_99916
FGRAMPH1_01T17047,NCU07010,NEUTE1DRAFT_129057
FGRAMPH1_01T17051,NCU07011,NEUTE1DRAFT_80151
FGRAMPH1_01T17053,NCU07727,NEUTE1DRAFT_99203
FGRAMPH1_01T17075,NCU07994,NEUTE1DRAFT_79655
FGRAMPH1_01T17087,NCU07991,NEUTE1DRAFT_145493
FGRAMPH1_01T17095,NCU05199,NEUTE1DRAFT_38343
FGRAMPH1_01T17099,NCU07672,NEUTE1DRAFT_128551
FGRAMPH1_01T17101,NCU11372,NEUTE1DRAFT_39773
FGRAMPH1_01T17103,NCU11371,NEUTE1DRAFT_60112
FGRAMPH1_01T17105,NCU07674,NEUTE1DRAFT_128549
FGRAMPH1_01T17107,NCU07675,NEUTE1DRAFT_60106
FGRAMPH1_01T17115,NCU05211,NEUTE1DRAFT_80560
FGRAMPH1_01T17117,NCU07671,NEUTE1DRAFT_39765
FGRAMPH1_01T17121,NCU07662,NEUTE1DRAFT_60133
FGRAMPH1_01T17137,NCU07665,NEUTE1DRAFT_120962
FGRAMPH1_01T17139,NCU07666,NEUTE1DRAFT_78803
FGRAMPH1_01T17157,NCU08048,NEUTE1DRAFT_121335
FGRAMPH1_01T17159,NCU08695,NEUTE1DRAFT_79775
FGRAMPH1_01T17161,NCU09528,NEUTE1DRAFT_75756
FGRAMPH1_01T17163,NCU09527,NEUTE1DRAFT_75760
FGRAMPH1_01T17173,NCU09533,NEUTE1DRAFT_57063
FGRAMPH1_01T17175,NCU03730,NEUTE1DRAFT_120231
FGRAMPH1_01T17177,NCU03731,NEUTE1DRAFT_58350
FGRAMPH1_01T17181,NCU01189,NEUTE1DRAFT_57787
FGRAMPH1_01T17185,NCU01187,NEUTE1DRAFT_120007
FGRAMPH1_01T17189,NCU01185,NEUTE1DRAFT_76476
FGRAMPH1_01T17191,NCU01184,NEUTE1DRAFT_144233
FGRAMPH1_01T17195,NCU01182,NEUTE1DRAFT_98056
FGRAMPH1_01T17197,NCU01181,NEUTE1DRAFT_127677
FGRAMPH1_01T17203,NCU03712,NEUTE1DRAFT_116032
FGRAMPH1_01T17207,NCU03780,NEUTE1DRAFT_120189
FGRAMPH1_01T17209,NCU03781,NEUTE1DRAFT_116000
FGRAMPH1_01T17213,NCU03784,NEUTE1DRAFT_98283
FGRAMPH1_01T17229,NCU03485,NEUTE1DRAFT_84722
FGRAMPH1_01T17231,NCU09192,NEUTE1DRAFT_90572
FGRAMPH1_01T17235,NCU03488,NEUTE1DRAFT_45649
FGRAMPH1_01T17247,NCU03496,NEUTE1DRAFT_84745
FGRAMPH1_01T17255,NCU03492,NEUTE1DRAFT_66051
FGRAMPH1_01T17259,NCU03490,NEUTE1DRAFT_102298
FGRAMPH1_01T17263,NCU03369,NEUTE1DRAFT_123342
FGRAMPH1_01T17265,NCU03500,NEUTE1DRAFT_84754
FGRAMPH1_01T17269,NCU03535,NEUTE1DRAFT_66131
FGRAMPH1_01T17271,NCU03536,NEUTE1DRAFT_66130
FGRAMPH1_01T17273,NCU03537,NEUTE1DRAFT_66126
FGRAMPH1_01T17277,NCU03539,NEUTE1DRAFT_123455
FGRAMPH1_01T17287,NCU03370,NEUTE1DRAFT_45451
FGRAMPH1_01T17293,NCU03364,NEUTE1DRAFT_102182
FGRAMPH1_01T17295,NCU03365,NEUTE1DRAFT_147442
FGRAMPH1_01T17299,NCU03341,NEUTE1DRAFT_65781
FGRAMPH1_01T17301,NCU03339,NEUTE1DRAFT_123312
FGRAMPH1_01T17309,NCU01835,NEUTE1DRAFT_95325
FGRAMPH1_01T17319,NCU09789,NEUTE1DRAFT_96005
FGRAMPH1_01T17321,NCU08879,NEUTE1DRAFT_144790
FGRAMPH1_01T17327,NCU03661,NEUTE1DRAFT_77145
FGRAMPH1_01T17329,NCU04151,NEUTE1DRAFT_143833
FGRAMPH1_01T17333,NCU04150,NEUTE1DRAFT_75433
FGRAMPH1_01T17335,NCU06713,NEUTE1DRAFT_115778
FGRAMPH1_01T17341,NCU01758,NEUTE1DRAFT_130467
FGRAMPH1_01T17343,NCU01765,NEUTE1DRAFT_83867
FGRAMPH1_01T17351,NCU01761,NEUTE1DRAFT_101831
FGRAMPH1_01T17355,NCU01766,NEUTE1DRAFT_65189
FGRAMPH1_01T17361,NCU03459,NEUTE1DRAFT_65986
FGRAMPH1_01T17363,NCU03458,NEUTE1DRAFT_147504
FGRAMPH1_01T17373,NCU03465,NEUTE1DRAFT_102275
FGRAMPH1_01T17385,NCU03819,NEUTE1DRAFT_58151
FGRAMPH1_01T17387,NCU03820,NEUTE1DRAFT_120151
FGRAMPH1_01T17389,NCU01432,NEUTE1DRAFT_119643
FGRAMPH1_01T17391,NCU01431,NEUTE1DRAFT_119642
FGRAMPH1_01T17393,NCU17009,NEUTE1DRAFT_119734
FGRAMPH1_01T17395,NCU03657,NEUTE1DRAFT_35029
FGRAMPH1_01T17399,NCU04149,NEUTE1DRAFT_75436
FGRAMPH1_01T17401,NCU01429,NEUTE1DRAFT_115739
FGRAMPH1_01T17405,NCU06711,NEUTE1DRAFT_57127
FGRAMPH1_01T17407,NCU06710,NEUTE1DRAFT_143972
FGRAMPH1_01T17409,NCU06709,NEUTE1DRAFT_119730
FGRAMPH1_01T17413,NCU06706,NEUTE1DRAFT_119733
FGRAMPH1_01T17417,NCU08323,NEUTE1DRAFT_120975
FGRAMPH1_01T17419,NCU08324,NEUTE1DRAFT_128566
FGRAMPH1_01T17429,NCU06615,NEUTE1DRAFT_59854
FGRAMPH1_01T17441,NCU07257,NEUTE1DRAFT_116614
FGRAMPH1_01T17447,NCU04454,NEUTE1DRAFT_60663
FGRAMPH1_01T17451,NCU04455,NEUTE1DRAFT_79341
FGRAMPH1_01T17455,NCU06322,NEUTE1DRAFT_136295
FGRAMPH1_01T17457,NCU04449,NEUTE1DRAFT_116491
FGRAMPH1_01T17463,NCU06606,NEUTE1DRAFT_78519
FGRAMPH1_01T17467,NCU06612,NEUTE1DRAFT_99149
FGRAMPH1_01T17469,NCU06609,NEUTE1DRAFT_145062
FGRAMPH1_01T17471,NCU06610,NEUTE1DRAFT_78527
FGRAMPH1_01T17473,NCU06611,NEUTE1DRAFT_99147
FGRAMPH1_01T17475,NCU06602,NEUTE1DRAFT_78511
FGRAMPH1_01T17485,NCU06594,NEUTE1DRAFT_145051
FGRAMPH1_01T17487,NCU06595,NEUTE1DRAFT_145052
FGRAMPH1_01T17489,NCU06592,NEUTE1DRAFT_120840
FGRAMPH1_01T17493,NCU06588,NEUTE1DRAFT_99125
FGRAMPH1_01T17495,NCU06587,NEUTE1DRAFT_59801
FGRAMPH1_01T17497,NCU06586,NEUTE1DRAFT_78479
FGRAMPH1_01T17503,NCU16767,NEUTE1DRAFT_39623
FGRAMPH1_01T17507,NCU06579,NEUTE1DRAFT_145042
FGRAMPH1_01T17511,NCU06576,NEUTE1DRAFT_59784
FGRAMPH1_01T17513,NCU06578,NEUTE1DRAFT_78469
FGRAMPH1_01T17517,NCU04216,NEUTE1DRAFT_143781
FGRAMPH1_01T17521,NCU06565,NEUTE1DRAFT_128427
FGRAMPH1_01T17525,NCU06561,NEUTE1DRAFT_116304
FGRAMPH1_01T17527,NCU06560,NEUTE1DRAFT_116303
FGRAMPH1_01T17535,NCU16765,NEUTE1DRAFT_39249
FGRAMPH1_01T17537,NCU06568,NEUTE1DRAFT_78455
FGRAMPH1_01T17543,NCU06566,NEUTE1DRAFT_145034
FGRAMPH1_01T17549,NCU06380,NEUTE1DRAFT_79012
FGRAMPH1_01T17565,NCU09746,NEUTE1DRAFT_78587
FGRAMPH1_01T17569,NCU09748,NEUTE1DRAFT_116338
FGRAMPH1_01T17571,NCU16770,NEUTE1DRAFT_145083
FGRAMPH1_01T17577,NCU06622,NEUTE1DRAFT_59870
FGRAMPH1_01T17579,NCU06626,NEUTE1DRAFT_59882
FGRAMPH1_01T17581,NCU07003,NEUTE1DRAFT_69970
FGRAMPH1_01T17583,NCU05306,NEUTE1DRAFT_100025
FGRAMPH1_01T17589,NCU05308,NEUTE1DRAFT_121582
FGRAMPH1_01T17595,NCU05311,NEUTE1DRAFT_61639
FGRAMPH1_01T17597,NCU05312,NEUTE1DRAFT_145766
FGRAMPH1_01T17599,NCU05313,NEUTE1DRAFT_80313
FGRAMPH1_01T17603,NCU08291,NEUTE1DRAFT_116399
FGRAMPH1_01T17605,NCU08290,NEUTE1DRAFT_60225
FGRAMPH1_01T17611,NCU07684,NEUTE1DRAFT_78760
FGRAMPH1_01T17629,NCU06971,NEUTE1DRAFT_80073
FGRAMPH1_01T17655,NCU04041,NEUTE1DRAFT_87798
FGRAMPH1_01T17659,NCU04060,NEUTE1DRAFT_103879
FGRAMPH1_01T17685,NCU09792,NEUTE1DRAFT_87329
FGRAMPH1_01T17695,NCU05936,NEUTE1DRAFT_88343
FGRAMPH1_01T17709,NCU05950,NEUTE1DRAFT_69638
FGRAMPH1_01T17713,NCU05948,NEUTE1DRAFT_69643
FGRAMPH1_01T17721,NCU12130,NEUTE1DRAFT_118301
FGRAMPH1_01T17723,NCU05945,NEUTE1DRAFT_88327
FGRAMPH1_01T17725,NCU05944,NEUTE1DRAFT_16401
FGRAMPH1_01T17741,NCU17058,NEUTE1DRAFT_86857
FGRAMPH1_01T17745,NCU11341,NEUTE1DRAFT_124307
FGRAMPH1_01T17749,NCU07117,NEUTE1DRAFT_118011
FGRAMPH1_01T17759,NCU00310,NEUTE1DRAFT_82136
FGRAMPH1_01T17761,NCU00311,NEUTE1DRAFT_82138
FGRAMPH1_01T17763,NCU00315,NEUTE1DRAFT_94929
FGRAMPH1_01T17773,NCU00027,NEUTE1DRAFT_129596
FGRAMPH1_01T17779,NCU00025,NEUTE1DRAFT_129594
FGRAMPH1_01T17785,NCU00021,NEUTE1DRAFT_122088
FGRAMPH1_01T17791,NCU08983,NEUTE1DRAFT_122494
FGRAMPH1_01T17793,NCU08981,NEUTE1DRAFT_122493
FGRAMPH1_01T17799,NCU07576,NEUTE1DRAFT_122530
FGRAMPH1_01T17803,NCU07579,NEUTE1DRAFT_122528
FGRAMPH1_01T17805,NCU07577,NEUTE1DRAFT_129997
FGRAMPH1_01T17813,NCU06506,NEUTE1DRAFT_121962
FGRAMPH1_01T17823,NCU06504,NEUTE1DRAFT_43193
FGRAMPH1_01T17831,NCU00182,NEUTE1DRAFT_146385
FGRAMPH1_01T17833,NCU00183,NEUTE1DRAFT_146386
FGRAMPH1_01T17837,NCU07881,NEUTE1DRAFT_62326
FGRAMPH1_01T17843,NCU07888,NEUTE1DRAFT_146057
FGRAMPH1_01T17845,NCU07889,NEUTE1DRAFT_146058
FGRAMPH1_01T17847,NCU07886,NEUTE1DRAFT_129393
FGRAMPH1_01T17851,NCU07885,NEUTE1DRAFT_121868
FGRAMPH1_01T17855,NCU16624,NEUTE1DRAFT_80998
FGRAMPH1_01T17859,NCU07876,NEUTE1DRAFT_62314
FGRAMPH1_01T17861,NCU07875,NEUTE1DRAFT_121860
FGRAMPH1_01T17871,NCU07878,NEUTE1DRAFT_62320
FGRAMPH1_01T17879,NCU07868,NEUTE1DRAFT_146040
FGRAMPH1_01T17881,NCU07866,NEUTE1DRAFT_109669
FGRAMPH1_01T17883,NCU07865,NEUTE1DRAFT_80974
FGRAMPH1_01T17885,NCU00366,NEUTE1DRAFT_63560
FGRAMPH1_01T17891,NCU00486,NEUTE1DRAFT_41277
FGRAMPH1_01T17893,NCU09004,NEUTE1DRAFT_42045
FGRAMPH1_01T17895,NCU00487,NEUTE1DRAFT_82502
FGRAMPH1_01T17897,NCU00488,NEUTE1DRAFT_117101
FGRAMPH1_01T17899,NCU08888,NEUTE1DRAFT_149132
FGRAMPH1_01T17901,NCU11185,NEUTE1DRAFT_82509
FGRAMPH1_01T17903,NCU00489,NEUTE1DRAFT_122479
FGRAMPH1_01T17909,NCU00492,NEUTE1DRAFT_63833
FGRAMPH1_01T17911,NCU00493,NEUTE1DRAFT_117104
FGRAMPH1_01T17913,NCU00494,NEUTE1DRAFT_122482
FGRAMPH1_01T17915,NCU00376,NEUTE1DRAFT_146535
